ultimo,apertura,maximo,minimo,vol,variacion,deuda_publica,ipc,tasa_paro,pib
10157.5,10126.1,10188.3,10004.0,208.28,0.56,1060203.03,-0.71,20.9,0.96
10365.4,10130.1,10402.5,10109.5,272.76,2.05,1060203.03,-0.71,20.9,0.96
10476.3,10449.7,10591.9,10418.2,344.63,1.07,1060203.03,-0.71,20.9,0.96
10478.3,10473.9,10517.6,10408.6,248.74,0.02,1060203.03,-0.71,20.9,0.96
10322.4,10458.2,10458.2,10300.7,243.68,-1.49,1060203.03,-0.71,20.9,0.96
10421.9,10321.0,10440.1,10296.8,218.57,0.96,1060203.03,-0.71,20.9,0.96
10397.2,10451.8,10455.2,10298.1,254.88,-0.24,1060203.03,-0.71,20.9,0.96
10360.7,10394.2,10405.7,10258.7,294.54,-0.35,1060203.03,-0.71,20.9,0.96
10418.2,10279.3,10463.5,10259.1,265.78,0.55,1070496.39,-0.27,20.9,0.96
10465.2,10398.6,10465.2,10375.4,284.75,0.45,1070496.39,-0.27,20.9,0.96
10473.5,10524.8,10631.6,10454.0,308.33,0.08,1070496.39,-0.27,20.9,0.96
10431.2,10483.9,10552.7,10385.0,252.12,-0.4,1070496.39,-0.27,20.9,0.96
10453.2,10425.8,10500.3,10318.5,300.13,0.21,1070496.39,-0.27,20.9,0.96
10325.2,10451.6,10476.9,10322.9,260.46,-1.22,1070496.39,-0.27,20.9,0.96
10336.8,10364.0,10376.3,10244.3,213.29,0.11,1070496.39,-0.27,20.9,0.96
10377.2,10345.1,10463.1,10344.2,205.12,0.39,1070496.39,-0.27,20.9,0.96
10144.0,10350.6,10369.0,10113.4,276.46,-2.25,1070496.39,-0.27,20.9,0.96
10111.4,10118.3,10201.2,10012.3,229.55,-0.32,1070496.39,-0.27,20.9,0.96
10124.5,10012.4,10158.1,10005.2,172.14,0.13,1070496.39,-0.27,20.9,0.96
10363.8,10214.6,10376.0,10199.6,246.06,2.36,1070496.39,-0.27,20.9,0.96
10261.1,10284.0,10307.4,10226.5,257.18,-0.99,1070496.39,-0.27,20.9,0.96
