fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-08-31,"6.969,50","7.174,30","7.198,30","6.960,00","205,26M","-2,29%"
2020-08-28,"7.133,00","7.114,70","7.162,90","7.055,10","193,35M","0,60%"
2020-08-27,"7.090,70","7.114,10","7.130,20","7.029,20","162,18M","-0,45%"
2020-08-26,"7.123,00","7.088,40","7.136,50","7.070,40","122,06M","0,21%"
2020-08-25,"7.108,40","7.147,90","7.215,10","7.103,20","189,75M","-0,01%"
2020-08-24,"7.109,10","7.044,20","7.120,80","7.037,30","147,79M","1,82%"
2020-08-21,"6.982,10","7.016,70","7.025,90","6.900,50","171,12M","-0,16%"
2020-08-20,"6.993,30","7.011,40","7.034,50","6.974,90","155,67M","-1,42%"
2020-08-19,"7.094,30","7.039,10","7.094,30","7.002,80","132,23M","0,72%"
2020-08-18,"7.043,50","7.065,70","7.165,60","7.024,40","142,78M","-0,66%"
2020-08-17,"7.090,10","7.141,50","7.173,30","7.064,10","131,24M","-0,90%"
2020-08-14,"7.154,30","7.224,10","7.227,60","7.064,00","175,80M","-1,33%"
2020-08-13,"7.250,50","7.267,90","7.321,90","7.240,80","159,77M","-0,62%"
2020-08-12,"7.296,00","7.250,30","7.317,90","7.225,70","219,85M","0,45%"
2020-08-11,"7.263,50","7.104,00","7.290,10","7.104,00","271,63M","2,97%"
2020-08-10,"7.053,90","7.004,40","7.053,90","6.957,00","208,03M","1,49%"
2020-08-07,"6.950,50","6.929,10","6.961,80","6.876,70","184,15M","-0,11%"
2020-08-06,"6.957,90","7.022,10","7.046,10","6.917,00","205,85M","-1,16%"
2020-08-05,"7.039,70","7.073,20","7.123,50","7.027,70","208,80M","0,26%"
2020-08-04,"7.021,60","7.003,00","7.064,80","6.955,40","225,24M","0,67%"
2020-08-03,"6.975,00","6.867,40","6.983,30","6.788,90","282,34M","1,42%"
