fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-06-01,"17,26","0,49","10,78","3,36","0,53",4.296,"715,15"
2020-06-02,"17,26","0,49","10,35","3,36","0,53",4.296,"715,15"
2020-06-03,"17,26","0,49","10,18","3,36","0,53",4.296,"715,15"
2020-06-04,"17,26","0,49","10,27","3,36","0,53",4.296,"715,15"
2020-06-05,"17,26","0,49","9,75","3,36","0,53",4.296,"715,15"
2020-06-08,"21,66","0,44","9,55","3,83","0,6",4.296,684
2020-06-09,"21,66","0,44","10,06","3,83","0,6",4.296,684
2020-06-10,"21,66","0,44","10,15","3,83","0,6",4.296,684
2020-06-11,"21,66","0,44","10,82","3,83","0,6",4.296,684
2020-06-12,"21,66","0,44","10,69","3,83","0,6",4.296,684
2020-06-15,,,"10,70",,,,
2020-06-16,"20,06","0,43","11,03","3,5","0,55","4.250,46","671,46"
2020-06-17,"20,06","0,43","11,29","3,5","0,55","4.250,46","671,46"
2020-06-18,"20,06","0,43","11,32","3,5","0,55","4.250,46","671,46"
2020-06-19,"20,06","0,43","11,20","3,5","0,55","4.250,46","671,46"
2020-06-22,"18,16","0,46","11,42","3,37","0,53",4.296,684
2020-06-23,"18,16","0,46","11,19","3,37","0,53",4.296,684
2020-06-24,"18,16","0,46","11,81","3,37","0,53",4.296,684
2020-06-25,"18,16","0,46","11,61","3,37","0,53",4.296,684
2020-06-26,"18,16","0,46","11,96","3,37","0,53",4.296,684
2020-06-29,17,"0,46","11,81","3,15","0,5",4.296,"658,93"
2020-06-30,17,"0,46","11,93","3,15","0,5",4.296,"658,93"
