fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-06-30,"7,786","7,844","7,920","7,648","10,21M","-1,02%"
2020-06-29,"7,866","7,770","7,914","7,642","9,74M","1,24%"
2020-06-26,"7,770","8,100","8,122","7,732","10,32M","-2,88%"
2020-06-25,"8,000","7,848","8,040","7,722","15,44M","1,68%"
2020-06-24,"7,868","8,270","8,360","7,868","7,67M","-5,20%"
2020-06-23,"8,300","8,220","8,386","8,114","13,58M","2,07%"
2020-06-22,"8,132","8,244","8,252","8,054","19,80M","-2,00%"
2020-06-19,"8,298","8,250","8,416","8,230","23,83M","1,12%"
2020-06-18,"8,206","8,176","8,252","8,010","9,95M","-0,29%"
2020-06-17,"8,230","8,410","8,488","8,146","22,66M","-2,26%"
2020-06-16,"8,420","8,540","8,680","8,322","13,23M","2,39%"
2020-06-15,"8,223","8,134","8,299","7,975","11,37M","-0,09%"
2020-06-12,"8,231","8,053","8,468","7,958","12,05M","1,24%"
2020-06-11,"8,130","8,545","8,551","8,130","12,92M","-6,27%"
2020-06-10,"8,674","8,837","8,932","8,653","13,80M","-0,87%"
2020-06-09,"8,750","9,265","9,305","8,602","17,61M","-5,04%"
2020-06-08,"9,214","9,146","9,545","9,114","16,54M","2,06%"
2020-06-05,"9,028","8,697","9,085","8,668","16,98M","5,35%"
2020-06-04,"8,570","8,623","8,763","8,420","23,43M","-0,88%"
2020-06-03,"8,646","8,668","8,752","8,464","12,41M","1,67%"
2020-06-02,"8,504","8,248","8,583","8,236","13,52M","4,18%"
