per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"4,96","2,32","0,40","8,10","0,90","6,19","2.405,00","6.487,00","1,57"
