fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-07-01,17,"0,46","11,78","3,15","0,5",4.296,"658,93"
2020-07-02,17,"0,46","11,56","3,15","0,5",4.296,"658,93"
2020-07-07,"16,77","0,47","5,39","3,17","0,5",4.355,"697,63"
2020-07-08,"16,77","0,47","12,58","3,17","0,5",4.355,"697,63"
2020-07-09,"16,77","0,47","12,93","3,17","0,5",4.355,"697,63"
2020-07-10,"16,77","0,47","12,78","3,17","0,5",4.355,"697,63"
2020-07-14,"16,48","0,46","12,20","3,14","0,49","4.378,4",665
2020-07-15,"16,48","0,46","12,32","3,14","0,49","4.378,4",665
2020-07-20,"17,54","0,45","12,59","3,25","0,5","4.312,5","576,23"
2020-07-21,"17,54","0,45","11,55","3,25","0,5","4.312,5","576,23"
2020-07-22,"17,54","0,45","11,94","3,25","0,5","4.312,5","576,23"
2020-07-23,"17,54","0,45","12,08","3,25","0,5","4.312,5","576,23"
2020-07-27,"19,77","0,37","12,79","3,18","0,49","4.220,3","530,73"
2020-07-28,"19,77","0,37","12,97","3,18","0,49","4.220,3","530,73"
2020-07-29,"19,77","0,37","13,02","3,18","0,49","4.220,3","530,73"
2020-07-31,"19,77","0,37","13,92","3,18","0,49","4.220,3","530,73"
