fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-06-01,"17,61","0,55","3,79","7,47","1,51",10.558,"3.638,67"
2020-06-02,"17,61","0,55","3,71","7,47","1,51",10.558,"3.638,67"
2020-06-03,"17,61","0,55","3,64","7,47","1,51",10.558,"3.638,67"
2020-06-04,"17,61","0,55","3,70","7,47","1,51",10.558,"3.638,67"
2020-06-05,"17,61","0,55","3,67","7,47","1,51",10.558,"3.638,67"
2020-06-08,"18,24","0,55","3,63","7,79","1,58",10.563,"3.660,76"
2020-06-09,"18,24","0,55","3,63","7,79","1,58",10.563,"3.660,76"
2020-06-10,"18,24","0,55","3,69","7,79","1,58",10.563,"3.660,76"
2020-06-11,"18,24","0,55","3,80","7,79","1,58",10.563,"3.660,76"
2020-06-12,"18,24","0,55","3,77","7,79","1,58",10.563,"3.660,76"
2020-06-15,,,"3,79",,,,
2020-06-16,"17,73","0,55","3,68","7,57","1,54",10.563,"3.660,76"
2020-06-17,"17,73","0,55","3,67","7,57","1,54",10.563,"3.660,76"
2020-06-18,"17,73","0,55","3,69","7,57","1,54",10.563,"3.660,76"
2020-06-19,"17,73","0,55","3,61","7,57","1,54",10.563,"3.660,76"
2020-06-22,"18,53","0,55","3,63","7,96","1,59",10.558,3.648
2020-06-23,"18,53","0,55","3,58","7,96","1,59",10.558,3.648
2020-06-24,"18,53","0,55","3,68","7,96","1,59",10.558,3.648
2020-06-25,"18,53","0,55","3,64","7,96","1,59",10.558,3.648
2020-06-26,"18,53","0,55","3,67","7,96","1,59",10.558,3.648
2020-06-29,"18,25","0,55","3,61","7,79","1,57",10.568,"3.673,52"
2020-06-30,"18,25","0,55","3,57","7,79","1,57",10.568,"3.673,52"
