per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"18,59","8,55","1,66","8,94","0,40","3,85","3.406,30","10.104,00","0,54"
