fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-08-31,"10,550","10,740","10,820","10,520","13,76M","-1,40%"
2020-08-28,"10,700","10,780","10,810","10,660","6,13M","-0,56%"
2020-08-27,"10,760","10,835","10,880","10,730","10,36M","-0,60%"
2020-08-26,"10,825","10,885","10,890","10,795","5,60M","-0,64%"
2020-08-25,"10,895","10,955","11,010","10,840","7,22M","-0,18%"
2020-08-24,"10,915","10,895","10,995","10,865","7,07M","0,92%"
2020-08-21,"10,815","10,780","10,880","10,710","7,74M","0,19%"
2020-08-20,"10,795","10,725","10,810","10,705","7,69M","-0,28%"
2020-08-19,"10,825","10,800","10,845","10,690","5,45M","0,19%"
2020-08-18,"10,805","10,895","11,170","10,775","9,40M","-1,10%"
2020-08-17,"10,925","10,950","10,980","10,855","7,07M","-0,41%"
2020-08-14,"10,970","10,960","11,030","10,900","6,10M","-0,90%"
2020-08-13,"11,070","11,100","11,125","10,975","7,24M","-0,58%"
2020-08-12,"11,135","10,955","11,160","10,885","11,17M","1,55%"
2020-08-11,"10,965","10,910","11,050","10,880","15,53M","0,60%"
2020-08-10,"10,900","10,900","10,950","10,830","5,42M","0,28%"
2020-08-07,"10,870","10,810","10,895","10,755","5,24M","0,18%"
2020-08-06,"10,850","10,865","10,920","10,770","7,21M","-0,14%"
2020-08-05,"10,865","11,055","11,120","10,865","9,19M","-1,23%"
2020-08-04,"11,000","11,115","11,145","10,930","8,29M","-0,81%"
2020-08-03,"11,090","10,870","11,150","10,860","11,91M","1,56%"
