fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-04-02,"15,51","0,57","4,19","6,69","1,37",10.770,"3.636,21"
2020-04-03,"15,51","0,57","4,07","6,69","1,37",10.770,"3.636,21"
2020-04-06,"15,9","0,57","4,05","6,82","1,43",10.770,"3.636,21"
2020-04-07,"15,9","0,57","4,07","6,82","1,43",10.770,"3.636,21"
2020-04-08,"15,9","0,57","4,12","6,82","1,43",10.770,"3.636,21"
2020-04-09,"15,9","0,57","4,04","6,82","1,43",10.770,"3.636,21"
2020-04-09,"16,54","0,55","4,04","6,86","1,42","10.736,5","3.596,31"
2020-04-14,"16,54","0,55","4,05","6,86","1,42","10.736,5","3.596,31"
2020-04-15,"16,54","0,55","4,13","6,86","1,42","10.736,5","3.596,31"
2020-04-16,"16,54","0,55","4,14","6,86","1,42","10.736,5","3.596,31"
2020-04-17,"16,54","0,55","4,10","6,86","1,42","10.736,5","3.596,31"
2020-04-21,"16,31","0,55","4,21","6,77","1,4",10.666,"3.596,31"
2020-04-22,"16,31","0,55","4,09","6,77","1,4",10.666,"3.596,31"
2020-04-23,"16,31","0,55","4,16","6,77","1,4",10.666,"3.596,31"
2020-04-24,"16,31","0,55","4,22","6,77","1,4",10.666,"3.596,31"
2020-04-27,"15,58","0,56","4,13","6,57","1,36",10.666,"3.596,31"
2020-04-28,"15,58","0,56","4,05","6,57","1,36",10.666,"3.596,31"
2020-04-29,"15,58","0,56","3,94","6,57","1,36",10.666,"3.596,31"
2020-04-30,"15,58","0,56","4,03","6,57","1,36",10.666,"3.596,31"
2020-04-30,"15,58","0,56","4,03","6,57","1,36",10.666,"3.596,31"
