fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-05-04,"16,32","0,56","4,11","6,99","1,42","10.589,45","3.678,12"
2020-05-05,"16,32","0,56","4,11","6,99","1,42","10.589,45","3.678,12"
2020-05-06,"16,32","0,56","4,14","6,99","1,42","10.589,45","3.678,12"
2020-05-07,"16,32","0,56","4,16","6,99","1,42","10.589,45","3.678,12"
2020-05-12,16,"0,55","4,21","6,73","1,38",10.568,"3.631,83"
2020-05-13,16,"0,55","4,23","6,73","1,38",10.568,"3.631,83"
2020-05-14,16,"0,55","4,31","6,73","1,38",10.568,"3.631,83"
2020-05-15,16,"0,55","4,33","6,73","1,38",10.568,"3.631,83"
2020-05-18,16,"0,55","4,11","6,73","1,38",10.568,"3.631,83"
2020-05-19,16,"0,55","4,13","6,73","1,38",10.568,"3.631,83"
2020-05-20,16,"0,55","4,10","6,73","1,38",10.568,"3.631,83"
2020-05-21,16,"0,55","4,12","6,73","1,38",10.568,"3.631,83"
2020-05-22,16,"0,55","4,07","6,73","1,38",10.568,"3.631,83"
2020-05-26,"16,43","0,55","3,98","6,85","1,42",10.569,"3.652,68"
2020-05-27,"16,43","0,55","3,83","6,85","1,42",10.569,"3.652,68"
2020-05-28,"16,43","0,55","3,83","6,85","1,42",10.569,"3.652,68"
2020-05-29,"16,43","0,55","3,80","6,85","1,42",10.569,"3.652,68"
