fecha,IBE_ultimo,IBE_per,IBE_bpa,IBE_rentabilidad_por_dividendo,IBE_precio_valor_contable,IBE_ebitda
2018-06-14,"6,229","21,36","0,47","5,03","1,71","9.349,00"
2018-06-15,"6,277","21,36","0,47","5,03","1,71","9.349,00"
2018-06-18,"6,143","21,36","0,47","5,03","1,71","9.349,00"
2018-06-19,"6,141","21,36","0,47","5,03","1,71","9.349,00"
2018-06-20,"6,158","21,36","0,47","5,03","1,71","9.349,00"
2018-06-21,"6,017","21,36","0,47","5,03","1,71","9.349,00"
2018-06-22,"6,103","21,36","0,47","5,03","1,71","9.349,00"
2018-06-25,"6,042","21,36","0,47","5,03","1,71","9.349,00"
2018-06-26,"6,126","21,36","0,47","5,03","1,71","9.349,00"
2018-06-27,"6,272","21,36","0,47","5,03","1,71","9.349,00"
2018-06-28,"6,225","21,36","0,47","5,03","1,71","9.349,00"
2018-06-29,"6,195","21,36","0,47","5,03","1,71","9.349,00"
2018-07-02,"6,193","21,36","0,47","5,03","1,71","9.349,00"
2018-07-03,"6,322","21,36","0,47","5,03","1,71","9.349,00"
2018-07-04,"6,431","21,36","0,47","5,03","1,71","9.349,00"
2018-07-05,"6,487","21,36","0,47","5,03","1,71","9.349,00"
2018-07-06,"6,515","21,36","0,47","5,03","1,71","9.349,00"
2018-07-09,"6,467","21,36","0,47","5,03","1,71","9.349,00"
2018-07-10,"6,444","21,36","0,47","5,03","1,71","9.349,00"
2018-07-11,"6,394","21,36","0,47","5,03","1,71","9.349,00"
2018-07-12,"6,413","21,36","0,47","5,03","1,71","9.349,00"
2018-07-13,"6,405","21,36","0,47","5,03","1,71","9.349,00"
2018-07-16,"6,390","21,36","0,47","5,03","1,71","9.349,00"
2018-07-17,"6,401","21,36","0,47","5,03","1,71","9.349,00"
2018-07-18,"6,432","21,36","0,47","5,03","1,71","9.349,00"
2018-07-19,"6,399","21,36","0,47","5,03","1,71","9.349,00"
2018-07-20,"6,419","21,36","0,47","5,03","1,71","9.349,00"
2018-07-23,"6,428","21,36","0,47","5,03","1,71","9.349,00"
2018-07-24,"6,367","21,36","0,47","5,03","1,71","9.349,00"
2018-07-25,"6,281","21,36","0,47","5,03","1,71","9.349,00"
2018-07-26,"6,315","21,36","0,47","5,03","1,71","9.349,00"
2018-07-27,"6,361","21,36","0,47","5,03","1,71","9.349,00"
2018-07-30,"6,346","21,36","0,47","5,03","1,71","9.349,00"
2018-07-31,"6,376","21,36","0,47","5,03","1,71","9.349,00"
2018-08-01,"6,313","21,36","0,47","5,03","1,71","9.349,00"
2018-08-02,"6,292","21,36","0,47","5,03","1,71","9.349,00"
2018-08-03,"6,296","21,36","0,47","5,03","1,71","9.349,00"
2018-08-06,"6,282","21,36","0,47","5,03","1,71","9.349,00"
2018-08-07,"6,290","21,36","0,47","5,03","1,71","9.349,00"
2018-08-08,"6,302","21,36","0,47","5,03","1,71","9.349,00"
2018-08-09,"6,281","21,36","0,47","5,03","1,71","9.349,00"
2018-08-10,"6,254","21,36","0,47","5,03","1,71","9.349,00"
2018-08-13,"6,244","21,36","0,47","5,03","1,71","9.349,00"
2018-08-14,"6,271","21,36","0,47","5,03","1,71","9.349,00"
2018-08-15,"6,212","21,36","0,47","5,03","1,71","9.349,00"
2018-08-16,"6,233","21,36","0,47","5,03","1,71","9.349,00"
2018-08-17,"6,233","21,36","0,47","5,03","1,71","9.349,00"
2018-08-20,"6,229","21,36","0,47","5,03","1,71","9.349,00"
2018-08-21,"6,233","21,36","0,47","5,03","1,71","9.349,00"
2018-08-22,"6,221","21,36","0,47","5,03","1,71","9.349,00"
2018-08-23,"6,200","21,36","0,47","5,03","1,71","9.349,00"
2018-08-24,"6,231","21,36","0,47","5,03","1,71","9.349,00"
2018-08-27,"6,229","21,36","0,47","5,03","1,71","9.349,00"
2018-08-28,"6,217","21,36","0,47","5,03","1,71","9.349,00"
2018-08-29,"6,242","21,36","0,47","5,03","1,71","9.349,00"
2018-08-30,"6,210","21,36","0,47","5,03","1,71","9.349,00"
2018-08-31,"6,158","21,36","0,47","5,03","1,71","9.349,00"
2018-09-03,"6,141","21,36","0,47","5,03","1,71","9.349,00"
2018-09-04,"6,133","21,36","0,47","5,03","1,71","9.349,00"
2018-09-05,"6,081","21,36","0,47","5,03","1,71","9.349,00"
2018-09-06,"6,041","21,36","0,47","5,03","1,71","9.349,00"
2018-09-07,"5,995","21,36","0,47","5,03","1,71","9.349,00"
2018-09-10,"6,048","21,36","0,47","5,03","1,71","9.349,00"
2018-09-11,"6,062","21,36","0,47","5,03","1,71","9.349,00"
2018-09-12,"6,004","21,36","0,47","5,03","1,71","9.349,00"
2018-09-13,"5,989","21,36","0,47","5,03","1,71","9.349,00"
2018-09-14,"5,993","21,36","0,47","5,03","1,71","9.349,00"
2018-09-17,"6,066","21,36","0,47","5,03","1,71","9.349,00"
2018-09-18,"6,102","21,36","0,47","5,03","1,71","9.349,00"
2018-09-19,"6,093","21,36","0,47","5,03","1,71","9.349,00"
2018-09-20,"6,169","21,36","0,47","5,03","1,71","9.349,00"
2018-09-21,"6,212","21,36","0,47","5,03","1,71","9.349,00"
2018-09-24,"6,110","21,36","0,47","5,03","1,71","9.349,00"
2018-09-25,"6,056","21,36","0,47","5,03","1,71","9.349,00"
2018-09-26,"6,137","21,36","0,47","5,03","1,71","9.349,00"
2018-09-27,"6,156","21,36","0,47","5,03","1,71","9.349,00"
2018-09-28,"6,077","21,36","0,47","5,03","1,71","9.349,00"
2018-10-01,"6,096","21,36","0,47","5,03","1,71","9.349,00"
2018-10-02,"6,116","21,36","0,47","5,03","1,71","9.349,00"
2018-10-03,"6,160","21,36","0,47","5,03","1,71","9.349,00"
2018-10-04,"6,106","21,36","0,47","5,03","1,71","9.349,00"
2018-10-05,"6,087","21,36","0,47","5,03","1,71","9.349,00"
2018-10-08,"6,108","21,36","0,47","5,03","1,71","9.349,00"
2018-10-09,"6,121","21,36","0,47","5,03","1,71","9.349,00"
2018-10-10,"6,098","21,36","0,47","5,03","1,71","9.349,00"
2018-10-11,"5,958","21,36","0,47","5,03","1,71","9.349,00"
2018-10-12,"5,753","21,36","0,47","5,03","1,71","9.349,00"
2018-10-15,"5,801","21,36","0,47","5,03","1,71","9.349,00"
2018-10-16,"5,955","21,36","0,47","5,03","1,71","9.349,00"
2018-10-17,"5,922","21,36","0,47","5,03","1,71","9.349,00"
2018-10-18,"5,922","21,36","0,47","5,03","1,71","9.349,00"
2018-10-19,"6,020","21,36","0,47","5,03","1,71","9.349,00"
2018-10-22,"5,995","21,36","0,47","5,03","1,71","9.349,00"
2018-10-23,"6,043","21,36","0,47","5,03","1,71","9.349,00"
2018-10-24,"6,056","21,36","0,47","5,03","1,71","9.349,00"
2018-10-25,"6,104","21,36","0,47","5,03","1,71","9.349,00"
2018-10-26,"6,045","21,36","0,47","5,03","1,71","9.349,00"
2018-10-29,"6,043","21,36","0,47","5,03","1,71","9.349,00"
2018-10-30,"6,050","21,36","0,47","5,03","1,71","9.349,00"
2018-10-31,"5,999","21,36","0,47","5,03","1,71","9.349,00"
2018-11-01,"6,058","21,36","0,47","5,03","1,71","9.349,00"
2018-11-02,"6,033","21,36","0,47","5,03","1,71","9.349,00"
2018-11-05,"6,070","21,36","0,47","5,03","1,71","9.349,00"
2018-11-06,"6,112","21,36","0,47","5,03","1,71","9.349,00"
2018-11-07,"6,206","21,36","0,47","5,03","1,71","9.349,00"
2018-11-08,"6,256","21,36","0,47","5,03","1,71","9.349,00"
2018-11-09,"6,300","21,36","0,47","5,03","1,71","9.349,00"
2018-11-12,"6,306","21,36","0,47","5,03","1,71","9.349,00"
2018-11-13,"6,338","21,36","0,47","5,03","1,71","9.349,00"
2018-11-14,"6,424","21,36","0,47","5,03","1,71","9.349,00"
2018-11-15,"6,438","21,36","0,47","5,03","1,71","9.349,00"
2018-11-16,"6,409","21,36","0,47","5,03","1,71","9.349,00"
2018-11-19,"6,421","21,36","0,47","5,03","1,71","9.349,00"
2018-11-20,"6,357","21,36","0,47","5,03","1,71","9.349,00"
2018-11-21,"6,348","21,36","0,47","5,03","1,71","9.349,00"
2018-11-22,"6,319","21,36","0,47","5,03","1,71","9.349,00"
2018-11-23,"6,348","21,36","0,47","5,03","1,71","9.349,00"
2018-11-26,"6,428","21,36","0,47","5,03","1,71","9.349,00"
2018-11-27,"6,492","21,36","0,47","5,03","1,71","9.349,00"
2018-11-28,"6,421","21,36","0,47","5,03","1,71","9.349,00"
2018-11-29,"6,330","21,36","0,47","5,03","1,71","9.349,00"
2018-11-30,"6,319","21,36","0,47","5,03","1,71","9.349,00"
2018-12-03,"6,346","21,36","0,47","5,03","1,71","9.349,00"
2018-12-04,"6,361","21,36","0,47","5,03","1,71","9.349,00"
2018-12-05,"6,371","21,36","0,47","5,03","1,71","9.349,00"
2018-12-06,"6,263","21,36","0,47","5,03","1,71","9.349,00"
2018-12-07,"6,325","21,36","0,47","5,03","1,71","9.349,00"
2018-12-10,"6,296","21,36","0,47","5,03","1,71","9.349,00"
2018-12-11,"6,426","21,36","0,47","5,03","1,71","9.349,00"
2018-12-12,"6,564","21,36","0,47","5,03","1,71","9.349,00"
2018-12-13,"6,720","21,36","0,47","5,03","1,71","9.349,00"
2018-12-14,"6,741","21,36","0,47","5,03","1,71","9.349,00"
2018-12-17,"6,806","21,36","0,47","5,03","1,71","9.349,00"
2018-12-18,"6,681","21,36","0,47","5,03","1,71","9.349,00"
2018-12-19,"6,762","21,36","0,47","5,03","1,71","9.349,00"
2018-12-20,"6,735","21,36","0,47","5,03","1,71","9.349,00"
2018-12-21,"6,722","21,36","0,47","5,03","1,71","9.349,00"
2018-12-24,"6,748","21,36","0,47","5,03","1,71","9.349,00"
2018-12-27,"6,541","21,36","0,47","5,03","1,71","9.349,00"
2018-12-28,"6,630","21,36","0,47","5,03","1,71","9.349,00"
2018-12-31,"6,729","21,36","0,47","5,03","1,71","9.349,00"
2019-01-02,"6,710","18,59","0,54","3,85","1,66","10.104,00"
2019-01-03,"6,722","18,59","0,54","3,85","1,66","10.104,00"
2019-01-04,"6,771","18,59","0,54","3,85","1,66","10.104,00"
2019-01-07,"6,823","18,59","0,54","3,85","1,66","10.104,00"
2019-01-08,"6,798","18,59","0,54","3,85","1,66","10.104,00"
2019-01-09,"6,708","18,59","0,54","3,85","1,66","10.104,00"
2019-01-10,"6,745","18,59","0,54","3,85","1,66","10.104,00"
2019-01-11,"6,753","18,59","0,54","3,85","1,66","10.104,00"
2019-01-14,"6,722","18,59","0,54","3,85","1,66","10.104,00"
2019-01-15,"6,767","18,59","0,54","3,85","1,66","10.104,00"
2019-01-16,"6,761","18,59","0,54","3,85","1,66","10.104,00"
2019-01-17,"6,792","18,59","0,54","3,85","1,66","10.104,00"
2019-01-18,"6,904","18,59","0,54","3,85","1,66","10.104,00"
2019-01-21,"6,851","18,59","0,54","3,85","1,66","10.104,00"
2019-01-22,"6,888","18,59","0,54","3,85","1,66","10.104,00"
2019-01-23,"6,909","18,59","0,54","3,85","1,66","10.104,00"
2019-01-24,"6,952","18,59","0,54","3,85","1,66","10.104,00"
2019-01-25,"6,911","18,59","0,54","3,85","1,66","10.104,00"
2019-01-28,"6,907","18,59","0,54","3,85","1,66","10.104,00"
2019-01-29,"6,978","18,59","0,54","3,85","1,66","10.104,00"
2019-01-30,"6,947","18,59","0,54","3,85","1,66","10.104,00"
2019-01-31,"7,036","18,59","0,54","3,85","1,66","10.104,00"
2019-02-01,"7,001","18,59","0,54","3,85","1,66","10.104,00"
2019-02-04,"7,029","18,59","0,54","3,85","1,66","10.104,00"
2019-02-05,"7,070","18,59","0,54","3,85","1,66","10.104,00"
2019-02-06,"7,079","18,59","0,54","3,85","1,66","10.104,00"
2019-02-07,"7,075","18,59","0,54","3,85","1,66","10.104,00"
2019-02-08,"7,019","18,59","0,54","3,85","1,66","10.104,00"
2019-02-11,"7,072","18,59","0,54","3,85","1,66","10.104,00"
2019-02-12,"7,099","18,59","0,54","3,85","1,66","10.104,00"
2019-02-13,"7,066","18,59","0,54","3,85","1,66","10.104,00"
2019-02-14,"7,021","18,59","0,54","3,85","1,66","10.104,00"
2019-02-15,"7,085","18,59","0,54","3,85","1,66","10.104,00"
2019-02-18,"7,077","18,59","0,54","3,85","1,66","10.104,00"
2019-02-19,"7,064","18,59","0,54","3,85","1,66","10.104,00"
2019-02-20,"7,156","18,59","0,54","3,85","1,66","10.104,00"
2019-02-21,"7,232","18,59","0,54","3,85","1,66","10.104,00"
2019-02-22,"7,249","18,59","0,54","3,85","1,66","10.104,00"
2019-02-25,"7,169","18,59","0,54","3,85","1,66","10.104,00"
2019-02-26,"7,167","18,59","0,54","3,85","1,66","10.104,00"
2019-02-27,"7,175","18,59","0,54","3,85","1,66","10.104,00"
2019-02-28,"7,185","18,59","0,54","3,85","1,66","10.104,00"
2019-03-01,"7,126","18,59","0,54","3,85","1,66","10.104,00"
2019-03-04,"7,146","18,59","0,54","3,85","1,66","10.104,00"
2019-03-05,"7,183","18,59","0,54","3,85","1,66","10.104,00"
2019-03-06,"7,208","18,59","0,54","3,85","1,66","10.104,00"
2019-03-07,"7,463","18,59","0,54","3,85","1,66","10.104,00"
2019-03-08,"7,377","18,59","0,54","3,85","1,66","10.104,00"
2019-03-11,"7,415","18,59","0,54","3,85","1,66","10.104,00"
2019-03-12,"7,460","18,59","0,54","3,85","1,66","10.104,00"
2019-03-13,"7,415","18,59","0,54","3,85","1,66","10.104,00"
2019-03-14,"7,423","18,59","0,54","3,85","1,66","10.104,00"
2019-03-15,"7,498","18,59","0,54","3,85","1,66","10.104,00"
2019-03-18,"7,546","18,59","0,54","3,85","1,66","10.104,00"
2019-03-19,"7,560","18,59","0,54","3,85","1,66","10.104,00"
2019-03-20,"7,591","18,59","0,54","3,85","1,66","10.104,00"
2019-03-21,"7,603","18,59","0,54","3,85","1,66","10.104,00"
2019-03-22,"7,552","18,59","0,54","3,85","1,66","10.104,00"
2019-03-25,"7,593","18,59","0,54","3,85","1,66","10.104,00"
2019-03-26,"7,590","18,59","0,54","3,85","1,66","10.104,00"
2019-03-27,"7,705","18,59","0,54","3,85","1,66","10.104,00"
2019-03-28,"7,676","18,59","0,54","3,85","1,66","10.104,00"
2019-03-29,"7,648","18,59","0,54","3,85","1,66","10.104,00"
2019-04-01,"7,593","18,59","0,54","3,85","1,66","10.104,00"
2019-04-02,"7,621","18,59","0,54","3,85","1,66","10.104,00"
2019-04-03,"7,730","18,59","0,54","3,85","1,66","10.104,00"
2019-04-04,"7,779","18,59","0,54","3,85","1,66","10.104,00"
2019-04-05,"7,761","18,59","0,54","3,85","1,66","10.104,00"
2019-04-08,"7,724","18,59","0,54","3,85","1,66","10.104,00"
2019-04-09,"7,734","18,59","0,54","3,85","1,66","10.104,00"
2019-04-10,"7,767","18,59","0,54","3,85","1,66","10.104,00"
2019-04-11,"7,670","18,59","0,54","3,85","1,66","10.104,00"
2019-04-12,"7,578","18,59","0,54","3,85","1,66","10.104,00"
2019-04-15,"7,613","18,59","0,54","3,85","1,66","10.104,00"
2019-04-16,"7,543","18,59","0,54","3,85","1,66","10.104,00"
2019-04-17,"7,586","18,59","0,54","3,85","1,66","10.104,00"
2019-04-18,"7,601","18,59","0,54","3,85","1,66","10.104,00"
2019-04-23,"7,660","18,59","0,54","3,85","1,66","10.104,00"
2019-04-24,"7,635","18,59","0,54","3,85","1,66","10.104,00"
2019-04-25,"7,963","18,59","0,54","3,85","1,66","10.104,00"
2019-04-26,"7,861","18,59","0,54","3,85","1,66","10.104,00"
2019-04-29,"7,754","18,59","0,54","3,85","1,66","10.104,00"
2019-04-30,"7,914","18,59","0,54","3,85","1,66","10.104,00"
2019-05-02,"7,765","18,59","0,54","3,85","1,66","10.104,00"
2019-05-03,"7,795","18,59","0,54","3,85","1,66","10.104,00"
2019-05-06,"7,824","18,59","0,54","3,85","1,66","10.104,00"
2019-05-07,"7,840","18,59","0,54","3,85","1,66","10.104,00"
2019-05-08,"7,734","18,59","0,54","3,85","1,66","10.104,00"
2019-05-09,"7,701","18,59","0,54","3,85","1,66","10.104,00"
2019-05-10,"7,810","18,59","0,54","3,85","1,66","10.104,00"
2019-05-13,"7,879","18,59","0,54","3,85","1,66","10.104,00"
2019-05-14,"7,930","18,59","0,54","3,85","1,66","10.104,00"
2019-05-15,"8,006","18,59","0,54","3,85","1,66","10.104,00"
2019-05-16,"8,027","18,59","0,54","3,85","1,66","10.104,00"
2019-05-17,"7,994","18,59","0,54","3,85","1,66","10.104,00"
2019-05-20,"7,988","18,59","0,54","3,85","1,66","10.104,00"
2019-05-21,"7,974","18,59","0,54","3,85","1,66","10.104,00"
2019-05-22,"8,111","18,59","0,54","3,85","1,66","10.104,00"
2019-05-23,"8,076","18,59","0,54","3,85","1,66","10.104,00"
2019-05-24,"8,258","18,59","0,54","3,85","1,66","10.104,00"
2019-05-27,"8,303","18,59","0,54","3,85","1,66","10.104,00"
2019-05-28,"8,283","18,59","0,54","3,85","1,66","10.104,00"
2019-05-29,"8,248","18,59","0,54","3,85","1,66","10.104,00"
2019-05-30,"8,227","18,59","0,54","3,85","1,66","10.104,00"
2019-05-31,"8,125","18,59","0,54","3,85","1,66","10.104,00"
2019-06-03,"8,235","18,59","0,54","3,85","1,66","10.104,00"
2019-06-04,"8,264","18,59","0,54","3,85","1,66","10.104,00"
2019-06-05,"8,409","18,59","0,54","3,85","1,66","10.104,00"
2019-06-06,"8,579","18,59","0,54","3,85","1,66","10.104,00"
2019-06-07,"8,668","18,59","0,54","3,85","1,66","10.104,00"
2019-06-10,"8,618","18,59","0,54","3,85","1,66","10.104,00"
2019-06-11,"8,598","18,59","0,54","3,85","1,66","10.104,00"
2019-06-12,"8,688","18,59","0,54","3,85","1,66","10.104,00"
2019-06-13,"8,698","18,59","0,54","3,85","1,66","10.104,00"
2019-06-14,"8,754","18,59","0,54","3,85","1,66","10.104,00"
2019-06-17,"8,698","18,59","0,54","3,85","1,66","10.104,00"
2019-06-18,"8,862","18,59","0,54","3,85","1,66","10.104,00"
2019-06-19,"8,707","18,59","0,54","3,85","1,66","10.104,00"
2019-06-20,"8,702","18,59","0,54","3,85","1,66","10.104,00"
2019-06-21,"8,747","18,59","0,54","3,85","1,66","10.104,00"
2019-06-24,"8,741","18,59","0,54","3,85","1,66","10.104,00"
2019-06-25,"8,684","18,59","0,54","3,85","1,66","10.104,00"
2019-06-26,"8,620","18,59","0,54","3,85","1,66","10.104,00"
2019-06-27,"8,576","18,59","0,54","3,85","1,66","10.104,00"
2019-06-28,"8,567","18,59","0,54","3,85","1,66","10.104,00"
2019-07-01,"8,541","18,59","0,54","3,85","1,66","10.104,00"
2019-07-02,"8,684","18,59","0,54","3,85","1,66","10.104,00"
2019-07-03,"8,797","18,59","0,54","3,85","1,66","10.104,00"
2019-07-04,"8,732","18,59","0,54","3,85","1,66","10.104,00"
2019-07-05,"8,630","18,59","0,54","3,85","1,66","10.104,00"
2019-07-08,"8,592","18,59","0,54","3,85","1,66","10.104,00"
2019-07-09,"8,594","18,59","0,54","3,85","1,66","10.104,00"
2019-07-10,"8,614","18,59","0,54","3,85","1,66","10.104,00"
2019-07-11,"8,592","18,59","0,54","3,85","1,66","10.104,00"
2019-07-12,"8,550","18,59","0,54","3,85","1,66","10.104,00"
2019-07-15,"8,564","18,59","0,54","3,85","1,66","10.104,00"
2019-07-16,"8,566","18,59","0,54","3,85","1,66","10.104,00"
2019-07-17,"8,574","18,59","0,54","3,85","1,66","10.104,00"
2019-07-18,"8,614","18,59","0,54","3,85","1,66","10.104,00"
2019-07-19,"8,512","18,59","0,54","3,85","1,66","10.104,00"
2019-07-22,"8,516","18,59","0,54","3,85","1,66","10.104,00"
2019-07-23,"8,564","18,59","0,54","3,85","1,66","10.104,00"
2019-07-24,"8,640","18,59","0,54","3,85","1,66","10.104,00"
2019-07-25,"8,640","18,59","0,54","3,85","1,66","10.104,00"
2019-07-26,"8,592","18,59","0,54","3,85","1,66","10.104,00"
2019-07-29,"8,638","18,59","0,54","3,85","1,66","10.104,00"
2019-07-30,"8,520","18,59","0,54","3,85","1,66","10.104,00"
2019-07-31,"8,570","18,59","0,54","3,85","1,66","10.104,00"
2019-08-01,"8,618","18,59","0,54","3,85","1,66","10.104,00"
2019-08-02,"8,660","18,59","0,54","3,85","1,66","10.104,00"
2019-08-05,"8,642","18,59","0,54","3,85","1,66","10.104,00"
2019-08-06,"8,700","18,59","0,54","3,85","1,66","10.104,00"
2019-08-07,"8,788","18,59","0,54","3,85","1,66","10.104,00"
2019-08-08,"8,804","18,59","0,54","3,85","1,66","10.104,00"
2019-08-09,"8,818","18,59","0,54","3,85","1,66","10.104,00"
2019-08-12,"8,894","18,59","0,54","3,85","1,66","10.104,00"
2019-08-13,"8,932","18,59","0,54","3,85","1,66","10.104,00"
2019-08-14,"8,926","18,59","0,54","3,85","1,66","10.104,00"
2019-08-15,"9,130","18,59","0,54","3,85","1,66","10.104,00"
2019-08-16,"9,246","18,59","0,54","3,85","1,66","10.104,00"
2019-08-19,"9,298","18,59","0,54","3,85","1,66","10.104,00"
2019-08-20,"9,286","18,59","0,54","3,85","1,66","10.104,00"
2019-08-21,"9,338","18,59","0,54","3,85","1,66","10.104,00"
2019-08-22,"9,314","18,59","0,54","3,85","1,66","10.104,00"
2019-08-23,"9,260","18,59","0,54","3,85","1,66","10.104,00"
2019-08-26,"9,262","18,59","0,54","3,85","1,66","10.104,00"
2019-08-27,"9,304","18,59","0,54","3,85","1,66","10.104,00"
2019-08-28,"9,316","18,59","0,54","3,85","1,66","10.104,00"
2019-08-29,"9,356","18,59","0,54","3,85","1,66","10.104,00"
2019-08-30,"9,352","18,59","0,54","3,85","1,66","10.104,00"
2019-09-02,"9,442","18,59","0,54","3,85","1,66","10.104,00"
2019-09-03,"9,526","18,59","0,54","3,85","1,66","10.104,00"
2019-09-04,"9,498","18,59","0,54","3,85","1,66","10.104,00"
2019-09-05,"9,438","18,59","0,54","3,85","1,66","10.104,00"
2019-09-06,"9,428","18,59","0,54","3,85","1,66","10.104,00"
2019-09-09,"9,230","18,59","0,54","3,85","1,66","10.104,00"
2019-09-10,"9,196","18,59","0,54","3,85","1,66","10.104,00"
2019-09-11,"9,194","18,59","0,54","3,85","1,66","10.104,00"
2019-09-12,"9,308","18,59","0,54","3,85","1,66","10.104,00"
2019-09-13,"9,210","18,59","0,54","3,85","1,66","10.104,00"
2019-09-16,"9,156","18,59","0,54","3,85","1,66","10.104,00"
2019-09-17,"9,270","18,59","0,54","3,85","1,66","10.104,00"
2019-09-18,"9,320","18,59","0,54","3,85","1,66","10.104,00"
2019-09-19,"9,332","18,59","0,54","3,85","1,66","10.104,00"
2019-09-20,"9,272","18,59","0,54","3,85","1,66","10.104,00"
2019-09-23,"9,350","18,59","0,54","3,85","1,66","10.104,00"
2019-09-24,"9,436","18,59","0,54","3,85","1,66","10.104,00"
2019-09-25,"9,388","18,59","0,54","3,85","1,66","10.104,00"
2019-09-26,"9,480","18,59","0,54","3,85","1,66","10.104,00"
2019-09-27,"9,418","18,59","0,54","3,85","1,66","10.104,00"
2019-09-30,"9,536","18,59","0,54","3,85","1,66","10.104,00"
2019-10-01,"9,420","18,59","0,54","3,85","1,66","10.104,00"
2019-10-02,"9,310","18,59","0,54","3,85","1,66","10.104,00"
2019-10-03,"9,300","18,59","0,54","3,85","1,66","10.104,00"
2019-10-04,"9,388","18,59","0,54","3,85","1,66","10.104,00"
2019-10-07,"9,424","18,59","0,54","3,85","1,66","10.104,00"
2019-10-08,"9,332","18,59","0,54","3,85","1,66","10.104,00"
2019-10-09,"9,352","18,59","0,54","3,85","1,66","10.104,00"
2019-10-10,"9,298","18,59","0,54","3,85","1,66","10.104,00"
2019-10-11,"9,214","18,59","0,54","3,85","1,66","10.104,00"
2019-10-14,"9,254","18,59","0,54","3,85","1,66","10.104,00"
2019-10-15,"9,156","18,59","0,54","3,85","1,66","10.104,00"
2019-10-16,"9,160","18,59","0,54","3,85","1,66","10.104,00"
2019-10-17,"9,094","18,59","0,54","3,85","1,66","10.104,00"
2019-10-18,"9,122","18,59","0,54","3,85","1,66","10.104,00"
2019-10-21,"9,060","18,59","0,54","3,85","1,66","10.104,00"
2019-10-22,"9,106","18,59","0,54","3,85","1,66","10.104,00"
2019-10-23,"9,132","18,59","0,54","3,85","1,66","10.104,00"
2019-10-24,"9,204","18,59","0,54","3,85","1,66","10.104,00"
2019-10-25,"9,216","18,59","0,54","3,85","1,66","10.104,00"
2019-10-28,"9,182","18,59","0,54","3,85","1,66","10.104,00"
2019-10-29,"9,150","18,59","0,54","3,85","1,66","10.104,00"
2019-10-30,"9,128","18,59","0,54","3,85","1,66","10.104,00"
2019-10-31,"9,208","18,59","0,54","3,85","1,66","10.104,00"
2019-11-01,"9,176","18,59","0,54","3,85","1,66","10.104,00"
2019-11-04,"9,136","18,59","0,54","3,85","1,66","10.104,00"
2019-11-05,"9,040","18,59","0,54","3,85","1,66","10.104,00"
2019-11-06,"9,048","18,59","0,54","3,85","1,66","10.104,00"
2019-11-07,"8,876","18,59","0,54","3,85","1,66","10.104,00"
2019-11-08,"8,968","18,59","0,54","3,85","1,66","10.104,00"
2019-11-11,"8,898","18,59","0,54","3,85","1,66","10.104,00"
2019-11-12,"8,868","18,59","0,54","3,85","1,66","10.104,00"
2019-11-13,"8,836","18,59","0,54","3,85","1,66","10.104,00"
2019-11-14,"8,802","18,59","0,54","3,85","1,66","10.104,00"
2019-11-15,"8,820","18,59","0,54","3,85","1,66","10.104,00"
2019-11-18,"8,930","18,59","0,54","3,85","1,66","10.104,00"
2019-11-19,"8,914","18,59","0,54","3,85","1,66","10.104,00"
2019-11-20,"8,898","18,59","0,54","3,85","1,66","10.104,00"
2019-11-21,"8,868","18,59","0,54","3,85","1,66","10.104,00"
2019-11-22,"8,874","18,59","0,54","3,85","1,66","10.104,00"
2019-11-25,"8,898","18,59","0,54","3,85","1,66","10.104,00"
2019-11-26,"8,896","18,59","0,54","3,85","1,66","10.104,00"
2019-11-27,"8,928","18,59","0,54","3,85","1,66","10.104,00"
2019-11-28,"8,916","18,59","0,54","3,85","1,66","10.104,00"
2019-11-29,"8,928","18,59","0,54","3,85","1,66","10.104,00"
2019-12-02,"8,594","18,59","0,54","3,85","1,66","10.104,00"
2019-12-03,"8,600","18,59","0,54","3,85","1,66","10.104,00"
2019-12-04,"8,672","18,59","0,54","3,85","1,66","10.104,00"
2019-12-05,"8,664","18,59","0,54","3,85","1,66","10.104,00"
2019-12-06,"8,772","18,59","0,54","3,85","1,66","10.104,00"
2019-12-09,"8,794","18,59","0,54","3,85","1,66","10.104,00"
2019-12-10,"8,792","18,59","0,54","3,85","1,66","10.104,00"
2019-12-11,"8,948","18,59","0,54","3,85","1,66","10.104,00"
2019-12-12,"8,910","18,59","0,54","3,85","1,66","10.104,00"
2019-12-13,"8,998","18,59","0,54","3,85","1,66","10.104,00"
2019-12-16,"9,080","18,59","0,54","3,85","1,66","10.104,00"
2019-12-17,"9,158","18,59","0,54","3,85","1,66","10.104,00"
2019-12-18,"9,164","18,59","0,54","3,85","1,66","10.104,00"
2019-12-19,"9,120","18,59","0,54","3,85","1,66","10.104,00"
2019-12-20,"9,268","18,59","0,54","3,85","1,66","10.104,00"
2019-12-23,"9,280","18,59","0,54","3,85","1,66","10.104,00"
2019-12-24,"9,246","18,59","0,54","3,85","1,66","10.104,00"
2019-12-27,"9,322","18,59","0,54","3,85","1,66","10.104,00"
2019-12-30,"9,115","18,59","0,54","3,85","1,66","10.104,00"
2019-12-31,"9,013","18,59","0,54","3,85","1,66","10.104,00"
2020-01-02,"9,052","18,25","0,55","3,55","1,57","10.568,00"
2020-01-03,"9,011","18,25","0,55","3,55","1,57","10.568,00"
