fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-08-03,"43,31","0,52","1,96","22,4","4,67","5.019,08","1.649,44"
2020-08-04,"43,31","0,52","1,96","22,4","4,67","5.019,08","1.649,44"
2020-08-06,"43,31","0,52","1,97","22,4","4,67","5.019,08","1.649,44"
2020-08-10,"43,35","0,52","1,94","19,37","4,67","5.058,42","1.649,44"
2020-08-11,"43,35","0,52","1,85","19,37","4,67","5.058,42","1.649,44"
2020-08-12,"43,35","0,52","1,83","19,37","4,67","5.058,42","1.649,44"
2020-08-19,"45,54","0,52","1,89","17,99","4,89",5.073,"1.614,72"
2020-08-24,"44,56","0,52","1,86","17,61","4,78","5.149,94","1.614,72"
2020-08-25,"44,56","0,52","1,86","17,61","4,78","5.149,94","1.614,72"
2020-08-26,"44,56","0,52","1,84","17,61","4,78","5.149,94","1.614,72"
2020-08-27,"44,56","0,52","1,83","17,61","4,78","5.149,94","1.614,72"
2020-08-28,"44,56","0,52","1,83","17,61","4,78","5.149,94","1.614,72"
2020-08-31,"46,25","0,52","1,87","18,27","4,97","5.111,47","1.581,71"
