fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-07-01,"45,67","0,52","1,87","23,62","4,94","4.994,32","1.684,16"
2020-07-02,"45,67","0,52","1,81","23,62","4,94","4.994,32","1.684,16"
2020-07-07,"46,15","0,52","1,84","23,87","4,99","4.994,32","1.684,16"
2020-07-08,"46,15","0,52","1,88","23,87","4,99","4.994,32","1.684,16"
2020-07-09,"46,15","0,52","1,90","23,87","4,99","4.994,32","1.684,16"
2020-07-10,"46,15","0,52","1,90","23,87","4,99","4.994,32","1.684,16"
2020-07-14,"44,48","0,52","1,93",23,"4,79","5.019,08","1.649,44"
2020-07-15,"44,48","0,52","1,89",23,"4,79","5.019,08","1.649,44"
2020-07-20,"44,21","0,52","1,91","22,86","4,77","5.019,08","1.649,44"
2020-07-21,"44,21","0,52","1,87","22,86","4,77","5.019,08","1.649,44"
2020-07-22,"44,21","0,52","1,91","22,86","4,77","5.019,08","1.649,44"
2020-07-23,"44,21","0,52","1,91","22,86","4,77","5.019,08","1.649,44"
2020-07-27,44,"0,52","1,92","22,75","4,74","5.019,08","1.649,44"
2020-07-28,44,"0,52","1,88","22,75","4,74","5.019,08","1.649,44"
2020-07-29,44,"0,52","1,87","22,75","4,74","5.019,08","1.649,44"
2020-07-31,44,"0,52","1,95","22,75","4,74","5.019,08","1.649,44"
