per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"23,51","13,52","4,63","19,68","0,96",,"3.197,42","6.891,15","1,01"
