fecha,ITX_ultimo,ITX_per,ITX_bpa,ITX_rentabilidad_por_dividendo,ITX_precio_valor_contable,ITX_ebitda
2015-02-12,"26,320",,,,,
2015-02-13,"26,645",,,,,
2015-02-16,"26,400",,,,,
2015-02-17,"26,410",,,,,
2015-02-18,"26,890",,,,,
2015-02-19,"27,580",,,,,
2015-02-20,"27,300",,,,,
2015-02-23,"27,790",,,,,
2015-02-24,"28,145",,,,,
2015-02-25,"27,915",,,,,
2015-02-26,"28,040",,,,,
2015-02-27,"28,085",,,,,
2015-03-02,"28,395",,,,,
2015-03-03,"28,175",,,,,
2015-03-04,"27,770",,,,,
2015-03-05,"27,875",,,,,
2015-03-06,"28,060",,,,,
2015-03-09,"27,785",,,,,
2015-03-10,"27,360",,,,,
2015-03-11,"27,650",,,,,
2015-03-12,"27,625",,,,,
2015-03-13,"28,160",,,,,
2015-03-16,"28,810",,,,,
2015-03-17,"28,170",,,,,
2015-03-18,"29,150",,,,,
2015-03-19,"29,595",,,,,
2015-03-20,"30,210",,,,,
2015-03-23,"30,040",,,,,
2015-03-24,"30,245",,,,,
2015-03-25,"29,705",,,,,
2015-03-26,"29,615",,,,,
2015-03-27,"29,645",,,,,
2015-03-30,"29,820",,,,,
2015-03-31,"29,880",,,,,
2015-04-01,"29,705",,,,,
2015-04-02,"30,190",,,,,
2015-04-07,"30,535",,,,,
2015-04-08,"30,350",,,,,
2015-04-09,"30,685",,,,,
2015-04-10,"30,880",,,,,
2015-04-13,"30,975",,,,,
2015-04-14,"30,610",,,,,
2015-04-15,"30,910",,,,,
2015-04-16,"30,340",,,,,
2015-04-17,"29,425",,,,,
2015-04-20,"29,350",,,,,
2015-04-21,"29,490",,,,,
2015-04-22,"29,155",,,,,
2015-04-23,"29,075",,,,,
2015-04-24,"29,280",,,,,
2015-04-27,"29,925",,,,,
2015-04-28,"29,515",,,,,
2015-04-29,"28,710",,,,,
2015-04-30,"28,675",,,,,
2015-05-04,"28,605",,,,,
2015-05-05,"27,710",,,,,
2015-05-06,"27,855",,,,,
2015-05-07,"28,030",,,,,
2015-05-08,"29,045",,,,,
2015-05-11,"28,920",,,,,
2015-05-12,"28,795",,,,,
2015-05-13,"28,595",,,,,
2015-05-14,"28,945",,,,,
2015-05-15,"28,655",,,,,
2015-05-18,"29,000",,,,,
2015-05-19,"29,700",,,,,
2015-05-20,"30,220",,,,,
2015-05-21,"30,475",,,,,
2015-05-22,"30,475",,,,,
2015-05-25,"30,050",,,,,
2015-05-26,"30,070",,,,,
2015-05-27,"30,900",,,,,
2015-05-28,"30,735",,,,,
2015-05-29,"30,160",,,,,
2015-06-01,"30,805",,,,,
2015-06-02,"30,660",,,,,
2015-06-03,"30,575",,,,,
2015-06-04,"30,355",,,,,
2015-06-05,"30,005",,,,,
2015-06-08,"29,640",,,,,
2015-06-09,"29,995",,,,,
2015-06-10,"29,855",,,,,
2015-06-11,"30,230",,,,,
2015-06-12,"29,405",,,,,
2015-06-15,"29,060",,,,,
2015-06-16,"29,095",,,,,
2015-06-17,"28,935",,,,,
2015-06-18,"29,125",,,,,
2015-06-19,"29,465",,,,,
2015-06-22,"30,620",,,,,
2015-06-23,"30,955",,,,,
2015-06-24,"30,690",,,,,
2015-06-25,"30,385",,,,,
2015-06-26,"30,715",,,,,
2015-06-29,"29,425",,,,,
2015-06-30,"29,155",,,,,
2015-07-01,"29,360",,,,,
2015-07-02,"28,960",,,,,
2015-07-03,"28,835",,,,,
2015-07-06,"28,335",,,,,
2015-07-07,"27,850",,,,,
2015-07-08,"27,975",,,,,
2015-07-09,"28,600",,,,,
2015-07-10,"29,675",,,,,
2015-07-13,"30,095",,,,,
2015-07-14,"30,465",,,,,
2015-07-15,"30,480",,,,,
2015-07-16,"31,090",,,,,
2015-07-17,"31,090",,,,,
2015-07-20,"31,140",,,,,
2015-07-21,"30,960",,,,,
2015-07-22,"30,950",,,,,
2015-07-23,"30,920",,,,,
2015-07-24,"30,700",,,,,
2015-07-27,"30,220",,,,,
2015-07-28,"30,385",,,,,
2015-07-29,"30,760",,,,,
2015-07-30,"30,800",,,,,
2015-07-31,"31,175",,,,,
2015-08-03,"31,875",,,,,
2015-08-04,"31,870",,,,,
2015-08-05,"32,150",,,,,
2015-08-06,"32,275",,,,,
2015-08-07,"31,885",,,,,
2015-08-10,"32,450",,,,,
2015-08-11,"31,595",,,,,
2015-08-12,"30,265",,,,,
2015-08-13,"30,820",,,,,
2015-08-14,"30,735",,,,,
2015-08-17,"31,085",,,,,
2015-08-18,"31,165",,,,,
2015-08-19,"30,830",,,,,
2015-08-20,"30,025",,,,,
2015-08-21,"29,010",,,,,
2015-08-24,"27,810",,,,,
2015-08-25,"29,250",,,,,
2015-08-26,"28,705",,,,,
2015-08-27,"29,755",,,,,
2015-08-28,"29,870",,,,,
2015-08-31,"29,740",,,,,
2015-09-01,"28,985",,,,,
2015-09-02,"28,945",,,,,
2015-09-03,"29,475",,,,,
2015-09-04,"28,580",,,,,
2015-09-07,"28,515",,,,,
2015-09-08,"28,755",,,,,
2015-09-09,"29,125",,,,,
2015-09-10,"28,840",,,,,
2015-09-11,"28,510",,,,,
2015-09-14,"28,425",,,,,
2015-09-15,"28,600",,,,,
2015-09-16,"30,290",,,,,
2015-09-17,"30,740",,,,,
2015-09-18,"29,885",,,,,
2015-09-21,"30,275",,,,,
2015-09-22,"29,375",,,,,
2015-09-23,"29,300",,,,,
2015-09-24,"28,400",,,,,
2015-09-25,"29,500",,,,,
2015-09-28,"29,190",,,,,
2015-09-29,"28,935",,,,,
2015-09-30,"29,930",,,,,
2015-10-01,"30,155",,,,,
2015-10-02,"30,195",,,,,
2015-10-05,"31,395",,,,,
2015-10-06,"31,775",,,,,
2015-10-07,"31,315",,,,,
2015-10-08,"31,170",,,,,
2015-10-09,"31,125",,,,,
2015-10-12,"31,200",,,,,
2015-10-13,"30,900",,,,,
2015-10-14,"30,480",,,,,
2015-10-15,"30,820",,,,,
2015-10-16,"31,020",,,,,
2015-10-19,"31,385",,,,,
2015-10-20,"31,440",,,,,
2015-10-21,"31,755",,,,,
2015-10-22,"32,750",,,,,
2015-10-23,"33,755",,,,,
2015-10-26,"33,610",,,,,
2015-10-27,"33,510",,,,,
2015-10-28,"33,900",,,,,
2015-10-29,"34,285",,,,,
2015-10-30,"34,105",,,,,
2015-11-02,"34,095",,,,,
2015-11-03,"33,810",,,,,
2015-11-04,"33,710",,,,,
2015-11-05,"34,350",,,,,
2015-11-06,"32,935",,,,,
2015-11-09,"32,935",,,,,
2015-11-10,"33,170",,,,,
2015-11-11,"33,415",,,,,
2015-11-12,"32,945",,,,,
2015-11-13,"32,540",,,,,
2015-11-16,"32,705",,,,,
2015-11-17,"33,345",,,,,
2015-11-18,"32,655",,,,,
2015-11-19,"32,720",,,,,
2015-11-20,"33,125",,,,,
2015-11-23,"33,115",,,,,
2015-11-24,"32,300",,,,,
2015-11-25,"33,175",,,,,
2015-11-26,"33,280",,,,,
2015-11-27,"33,465",,,,,
2015-11-30,"34,060",,,,,
2015-12-01,"33,965",,,,,
2015-12-02,"34,585",,,,,
2015-12-03,"33,385",,,,,
2015-12-04,"33,250",,,,,
2015-12-07,"33,875",,,,,
2015-12-08,"32,915",,,,,
2015-12-09,"32,545",,,,,
2015-12-10,"32,105",,,,,
2015-12-11,"32,035",,,,,
2015-12-14,"31,420",,,,,
2015-12-15,"32,400",,,,,
2015-12-16,"32,290",,,,,
2015-12-17,"33,075",,,,,
2015-12-18,"32,215",,,,,
2015-12-21,"31,450",,,,,
2015-12-22,"31,640",,,,,
2015-12-23,"31,900",,,,,
2015-12-24,"31,790",,,,,
2015-12-28,"31,490",,,,,
2015-12-29,"32,255",,,,,
2015-12-30,"32,010",,,,,
2015-12-31,"31,690",,,,,
2016-01-04,"30,580",,,,,
2016-01-05,"30,370",,,,,
2016-01-06,"30,175",,,,,
2016-01-07,"30,070",,,,,
2016-01-08,"29,645",,,,,
2016-01-11,"29,435",,,,,
2016-01-12,"30,105",,,,,
2016-01-13,"30,005",,,,,
2016-01-14,"29,240",,,,,
2016-01-15,"28,540",,,,,
2016-01-18,"28,440",,,,,
2016-01-19,"29,035",,,,,
2016-01-20,"28,205",,,,,
2016-01-21,"28,830",,,,,
2016-01-22,"29,555",,,,,
2016-01-25,"29,290",,,,,
2016-01-26,"29,425",,,,,
2016-01-27,"30,000",,,,,
2016-01-28,"29,560",,,,,
2016-01-29,"30,185",,,,,
2016-02-01,"30,465",,,,,
2016-02-02,"29,840",,,,,
2016-02-03,"29,190",,,,,
2016-02-04,"28,930",,,,,
2016-02-05,"28,400",,,,,
2016-02-08,"27,555",,,,,
2016-02-09,"27,375",,,,,
2016-02-10,"28,085",,,,,
2016-02-11,"26,755",,,,,
2016-02-12,"27,110",,,,,
2016-02-15,"27,555",,,,,
2016-02-16,"27,220",,,,,
2016-02-17,"28,015",,,,,
2016-02-18,"28,210",,,,,
2016-02-19,"28,255",,,,,
2016-02-22,"28,585",,,,,
2016-02-23,"28,005",,,,,
2016-02-24,"27,195",,,,,
2016-02-25,"27,960",,,,,
2016-02-26,"28,505",,,,,
2016-02-29,"28,620",,,,,
2016-03-01,"29,785",,,,,
2016-03-02,"29,660",,,,,
2016-03-03,"29,330",,,,,
2016-03-04,"29,700",,,,,
2016-03-07,"29,695",,,,,
2016-03-08,"29,410",,,,,
2016-03-09,"29,920",,,,,
2016-03-10,"29,680",,,,,
2016-03-11,"29,610",,,,,
2016-03-14,"29,855",,,,,
2016-03-15,"29,675",,,,,
2016-03-16,"29,905",,,,,
2016-03-17,"29,790",,,,,
2016-03-18,"29,750",,,,,
2016-03-21,"29,875",,,,,
2016-03-22,"30,045",,,,,
2016-03-23,"30,145",,,,,
2016-03-24,"29,545",,,,,
2016-03-29,"29,780",,,,,
2016-03-30,"30,110",,,,,
2016-03-31,"29,565",,,,,
2016-04-01,"29,105",,,,,
2016-04-04,"29,295",,,,,
2016-04-05,"28,450",,,,,
2016-04-06,"28,630",,,,,
2016-04-07,"28,415",,,,,
2016-04-08,"28,570",,,,,
2016-04-11,"28,530",,,,,
2016-04-12,"28,735",,,,,
2016-04-13,"28,980",,,,,
2016-04-14,"28,905",,,,,
2016-04-15,"28,770",,,,,
2016-04-18,"28,900",,,,,
2016-04-19,"29,525",,,,,
2016-04-20,"29,795",,,,,
2016-04-21,"29,450",,,,,
2016-04-22,"29,500",,,,,
2016-04-25,"29,220",,,,,
2016-04-26,"28,975",,,,,
2016-04-27,"29,165",,,,,
2016-04-28,"28,645",,,,,
2016-04-29,"28,035",,,,,
2016-05-02,"28,490",,,,,
2016-05-03,"27,785",,,,,
2016-05-04,"27,470",,,,,
2016-05-05,"27,720",,,,,
2016-05-06,"27,530",,,,,
2016-05-09,"28,170",,,,,
2016-05-10,"28,540",,,,,
2016-05-11,"27,995",,,,,
2016-05-12,"27,815",,,,,
2016-05-13,"28,125",,,,,
2016-05-16,"28,075",,,,,
2016-05-17,"27,890",,,,,
2016-05-18,"28,370",,,,,
2016-05-19,"28,200",,,,,
2016-05-20,"28,800",,,,,
2016-05-23,"28,690",,,,,
2016-05-24,"29,505",,,,,
2016-05-25,"29,320",,,,,
2016-05-26,"29,570",,,,,
2016-05-27,"30,100",,,,,
2016-05-30,"30,235",,,,,
2016-05-31,"30,360",,,,,
2016-06-01,"30,210",,,,,
2016-06-02,"30,180",,,,,
2016-06-03,"29,900",,,,,
2016-06-06,"29,770",,,,,
2016-06-07,"29,745",,,,,
2016-06-08,"29,675",,,,,
2016-06-09,"29,555",,,,,
2016-06-10,"28,910",,,,,
2016-06-13,"28,485",,,,,
2016-06-14,"27,980",,,,,
2016-06-15,"29,520",,,,,
2016-06-16,"29,700",,,,,
2016-06-17,"29,265",,,,,
2016-06-20,"30,130",,,,,
2016-06-21,"30,370",,,,,
2016-06-22,"30,445",,,,,
2016-06-23,"31,010",,,,,
2016-06-24,"28,900",,,,,
2016-06-27,"28,415",,,,,
2016-06-28,"28,920",,,,,
2016-06-29,"29,810",,,,,
2016-06-30,"29,910",,,,,
2016-07-01,"29,985",,,,,
2016-07-04,"30,005",,,,,
2016-07-05,"29,810",,,,,
2016-07-06,"29,515",,,,,
2016-07-07,"29,500",,,,,
2016-07-08,"29,795",,,,,
2016-07-11,"30,400",,,,,
2016-07-12,"30,930",,,,,
2016-07-13,"30,930",,,,,
2016-07-14,"30,870",,,,,
2016-07-15,"30,725",,,,,
2016-07-18,"30,750",,,,,
2016-07-19,"30,720",,,,,
2016-07-20,"30,980",,,,,
2016-07-21,"30,755",,,,,
2016-07-22,"30,925",,,,,
2016-07-25,"30,980",,,,,
2016-07-26,"30,900",,,,,
2016-07-27,"30,875",,,,,
2016-07-28,"30,645",,,,,
2016-07-29,"30,940",,,,,
2016-08-01,"31,150",,,,,
2016-08-02,"30,610",,,,,
2016-08-03,"30,570",,,,,
2016-08-04,"30,845",,,,,
2016-08-05,"32,060",,,,,
2016-08-08,"31,625",,,,,
2016-08-09,"32,115",,,,,
2016-08-10,"31,815",,,,,
2016-08-11,"32,000",,,,,
2016-08-12,"31,930",,,,,
2016-08-15,"31,950",,,,,
2016-08-16,"31,195",,,,,
2016-08-17,"30,930",,,,,
2016-08-18,"31,420",,,,,
2016-08-19,"31,365",,,,,
2016-08-22,"31,145",,,,,
2016-08-23,"31,955",,,,,
2016-08-24,"32,070",,,,,
2016-08-25,"31,710",,,,,
2016-08-26,"31,830",,,,,
2016-08-29,"31,700",,,,,
2016-08-30,"31,875",,,,,
2016-08-31,"31,765",,,,,
2016-09-01,"31,810",,,,,
2016-09-02,"32,370",,,,,
2016-09-05,"32,395",,,,,
2016-09-06,"32,295",,,,,
2016-09-07,"33,105",,,,,
2016-09-08,"32,885",,,,,
2016-09-09,"32,255",,,,,
2016-09-12,"31,995",,,,,
2016-09-13,"31,620",,,,,
2016-09-14,"31,825",,,,,
2016-09-15,"31,925",,,,,
2016-09-16,"31,745",,,,,
2016-09-19,"32,390",,,,,
2016-09-20,"32,680",,,,,
2016-09-21,"32,165",,,,,
2016-09-22,"33,370",,,,,
2016-09-23,"32,960",,,,,
2016-09-26,"32,815",,,,,
2016-09-27,"32,980",,,,,
2016-09-28,"33,055",,,,,
2016-09-29,"33,125",,,,,
2016-09-30,"33,000",,,,,
2016-10-03,"32,765",,,,,
2016-10-04,"32,915",,,,,
2016-10-05,"32,855",,,,,
2016-10-06,"32,730",,,,,
2016-10-07,"32,055",,,,,
2016-10-10,"32,655",,,,,
2016-10-11,"32,345",,,,,
2016-10-12,"32,160",,,,,
2016-10-13,"31,975",,,,,
2016-10-14,"32,400",,,,,
2016-10-17,"32,040",,,,,
2016-10-18,"32,220",,,,,
2016-10-19,"32,600",,,,,
2016-10-20,"32,925",,,,,
2016-10-21,"33,225",,,,,
2016-10-24,"32,930",,,,,
2016-10-25,"32,570",,,,,
2016-10-26,"32,735",,,,,
2016-10-27,"32,650",,,,,
2016-10-28,"32,335",,,,,
2016-10-31,"31,845",,,,,
2016-11-01,"31,610",,,,,
2016-11-02,"31,290",,,,,
2016-11-03,"31,120",,,,,
2016-11-04,"30,760",,,,,
2016-11-07,"31,125",,,,,
2016-11-08,"31,175",,,,,
2016-11-09,"31,175",,,,,
2016-11-10,"30,485",,,,,
2016-11-11,"30,490",,,,,
2016-11-14,"30,905",,,,,
2016-11-15,"31,285",,,,,
2016-11-16,"31,060",,,,,
2016-11-17,"31,450",,,,,
2016-11-18,"31,490",,,,,
2016-11-21,"31,440",,,,,
2016-11-22,"31,395",,,,,
2016-11-23,"31,215",,,,,
2016-11-24,"32,050",,,,,
2016-11-25,"32,395",,,,,
2016-11-28,"32,240",,,,,
2016-11-29,"32,455",,,,,
2016-11-30,"32,275",,,,,
2016-12-01,"31,795",,,,,
2016-12-02,"31,640",,,,,
2016-12-05,"31,980",,,,,
2016-12-06,"32,295",,,,,
2016-12-07,"32,225",,,,,
2016-12-08,"31,900",,,,,
2016-12-09,"32,305",,,,,
2016-12-12,"32,235",,,,,
2016-12-13,"32,990",,,,,
2016-12-14,"32,000",,,,,
2016-12-15,"32,015",,,,,
2016-12-16,"32,450",,,,,
2016-12-19,"32,070",,,,,
2016-12-20,"32,115",,,,,
2016-12-21,"32,020",,,,,
2016-12-22,"32,130",,,,,
2016-12-23,"32,190",,,,,
2016-12-27,"32,245",,,,,
2016-12-28,"32,395",,,,,
2016-12-29,"32,350",,,,,
2016-12-30,"32,430",,,,,
2017-01-02,"32,600","21,95","1,08","2,49","5,48","5.277,00"
2017-01-03,"32,275","21,95","1,08","2,49","5,48","5.277,00"
2017-01-04,"31,970","21,95","1,08","2,49","5,48","5.277,00"
2017-01-05,"31,450","21,95","1,08","2,49","5,48","5.277,00"
2017-01-06,"31,675","21,95","1,08","2,49","5,48","5.277,00"
2017-01-09,"31,865","21,95","1,08","2,49","5,48","5.277,00"
2017-01-10,"31,630","21,95","1,08","2,49","5,48","5.277,00"
2017-01-11,"31,380","21,95","1,08","2,49","5,48","5.277,00"
2017-01-12,"31,620","21,95","1,08","2,49","5,48","5.277,00"
2017-01-13,"31,930","21,95","1,08","2,49","5,48","5.277,00"
2017-01-16,"31,585","21,95","1,08","2,49","5,48","5.277,00"
2017-01-17,"31,395","21,95","1,08","2,49","5,48","5.277,00"
2017-01-18,"31,350","21,95","1,08","2,49","5,48","5.277,00"
2017-01-19,"31,225","21,95","1,08","2,49","5,48","5.277,00"
2017-01-20,"31,000","21,95","1,08","2,49","5,48","5.277,00"
2017-01-23,"31,065","21,95","1,08","2,49","5,48","5.277,00"
2017-01-24,"31,020","21,95","1,08","2,49","5,48","5.277,00"
2017-01-25,"31,120","21,95","1,08","2,49","5,48","5.277,00"
2017-01-26,"30,840","21,95","1,08","2,49","5,48","5.277,00"
2017-01-27,"30,850","21,95","1,08","2,49","5,48","5.277,00"
2017-01-30,"30,645","21,95","1,08","2,49","5,48","5.277,00"
2017-01-31,"30,535","21,95","1,08","2,49","5,48","5.277,00"
2017-02-01,"30,530","21,95","1,08","2,49","5,48","5.277,00"
2017-02-02,"30,535","21,95","1,08","2,49","5,48","5.277,00"
2017-02-03,"30,725","21,95","1,08","2,49","5,48","5.277,00"
2017-02-06,"30,565","21,95","1,08","2,49","5,48","5.277,00"
2017-02-07,"30,885","21,95","1,08","2,49","5,48","5.277,00"
2017-02-08,"30,860","21,95","1,08","2,49","5,48","5.277,00"
2017-02-09,"31,120","21,95","1,08","2,49","5,48","5.277,00"
2017-02-10,"31,140","21,95","1,08","2,49","5,48","5.277,00"
2017-02-13,"31,335","21,95","1,08","2,49","5,48","5.277,00"
2017-02-14,"31,275","21,95","1,08","2,49","5,48","5.277,00"
2017-02-15,"31,335","21,95","1,08","2,49","5,48","5.277,00"
2017-02-16,"31,175","21,95","1,08","2,49","5,48","5.277,00"
2017-02-17,"31,020","21,95","1,08","2,49","5,48","5.277,00"
2017-02-20,"30,955","21,95","1,08","2,49","5,48","5.277,00"
2017-02-21,"31,015","21,95","1,08","2,49","5,48","5.277,00"
2017-02-22,"30,725","21,95","1,08","2,49","5,48","5.277,00"
2017-02-23,"30,465","21,95","1,08","2,49","5,48","5.277,00"
2017-02-24,"30,205","21,95","1,08","2,49","5,48","5.277,00"
2017-02-27,"29,950","21,95","1,08","2,49","5,48","5.277,00"
2017-02-28,"30,320","21,95","1,08","2,49","5,48","5.277,00"
2017-03-01,"30,890","21,95","1,08","2,49","5,48","5.277,00"
2017-03-02,"30,600","21,95","1,08","2,49","5,48","5.277,00"
2017-03-03,"30,630","21,95","1,08","2,49","5,48","5.277,00"
2017-03-06,"30,600","21,95","1,08","2,49","5,48","5.277,00"
2017-03-07,"30,510","21,95","1,08","2,49","5,48","5.277,00"
2017-03-08,"30,930","21,95","1,08","2,49","5,48","5.277,00"
2017-03-09,"31,580","21,95","1,08","2,49","5,48","5.277,00"
2017-03-10,"31,435","21,95","1,08","2,49","5,48","5.277,00"
2017-03-13,"31,280","21,95","1,08","2,49","5,48","5.277,00"
2017-03-14,"31,390","21,95","1,08","2,49","5,48","5.277,00"
2017-03-15,"31,405","21,95","1,08","2,49","5,48","5.277,00"
2017-03-16,"31,680","21,95","1,08","2,49","5,48","5.277,00"
2017-03-17,"31,905","21,95","1,08","2,49","5,48","5.277,00"
2017-03-20,"32,035","21,95","1,08","2,49","5,48","5.277,00"
2017-03-21,"32,005","21,95","1,08","2,49","5,48","5.277,00"
2017-03-22,"31,810","21,95","1,08","2,49","5,48","5.277,00"
2017-03-23,"32,505","21,95","1,08","2,49","5,48","5.277,00"
2017-03-24,"32,350","21,95","1,08","2,49","5,48","5.277,00"
2017-03-27,"32,555","21,95","1,08","2,49","5,48","5.277,00"
2017-03-28,"32,510","21,95","1,08","2,49","5,48","5.277,00"
2017-03-29,"32,685","21,95","1,08","2,49","5,48","5.277,00"
2017-03-30,"32,550","21,95","1,08","2,49","5,48","5.277,00"
2017-03-31,"33,040","21,95","1,08","2,49","5,48","5.277,00"
2017-04-03,"32,735","21,95","1,08","2,49","5,48","5.277,00"
2017-04-04,"33,055","21,95","1,08","2,49","5,48","5.277,00"
2017-04-05,"32,880","21,95","1,08","2,49","5,48","5.277,00"
2017-04-06,"33,680","21,95","1,08","2,49","5,48","5.277,00"
2017-04-07,"33,920","21,95","1,08","2,49","5,48","5.277,00"
2017-04-10,"33,850","21,95","1,08","2,49","5,48","5.277,00"
2017-04-11,"33,950","21,95","1,08","2,49","5,48","5.277,00"
2017-04-12,"33,895","21,95","1,08","2,49","5,48","5.277,00"
2017-04-13,"34,325","21,95","1,08","2,49","5,48","5.277,00"
2017-04-18,"34,170","21,95","1,08","2,49","5,48","5.277,00"
2017-04-19,"34,405","21,95","1,08","2,49","5,48","5.277,00"
2017-04-20,"34,215","21,95","1,08","2,49","5,48","5.277,00"
2017-04-21,"34,190","21,95","1,08","2,49","5,48","5.277,00"
2017-04-24,"35,015","21,95","1,08","2,49","5,48","5.277,00"
2017-04-25,"35,150","21,95","1,08","2,49","5,48","5.277,00"
2017-04-26,"34,960","21,95","1,08","2,49","5,48","5.277,00"
2017-04-27,"34,830","21,95","1,08","2,49","5,48","5.277,00"
2017-04-28,"35,210","21,95","1,08","2,49","5,48","5.277,00"
2017-05-02,"35,435","21,95","1,08","2,49","5,48","5.277,00"
2017-05-03,"35,710","21,95","1,08","2,49","5,48","5.277,00"
2017-05-04,"36,180","21,95","1,08","2,49","5,48","5.277,00"
2017-05-05,"36,315","21,95","1,08","2,49","5,48","5.277,00"
2017-05-08,"36,085","21,95","1,08","2,49","5,48","5.277,00"
2017-05-09,"36,535","21,95","1,08","2,49","5,48","5.277,00"
2017-05-10,"36,505","21,95","1,08","2,49","5,48","5.277,00"
2017-05-11,"35,850","21,95","1,08","2,49","5,48","5.277,00"
2017-05-12,"36,425","21,95","1,08","2,49","5,48","5.277,00"
2017-05-15,"36,285","21,95","1,08","2,49","5,48","5.277,00"
2017-05-16,"36,460","21,95","1,08","2,49","5,48","5.277,00"
2017-05-17,"36,005","21,95","1,08","2,49","5,48","5.277,00"
2017-05-18,"35,905","21,95","1,08","2,49","5,48","5.277,00"
2017-05-19,"35,935","21,95","1,08","2,49","5,48","5.277,00"
2017-05-22,"36,340","21,95","1,08","2,49","5,48","5.277,00"
2017-05-23,"36,175","21,95","1,08","2,49","5,48","5.277,00"
2017-05-24,"36,095","21,95","1,08","2,49","5,48","5.277,00"
2017-05-25,"35,975","21,95","1,08","2,49","5,48","5.277,00"
2017-05-26,"36,270","21,95","1,08","2,49","5,48","5.277,00"
2017-05-29,"35,975","21,95","1,08","2,49","5,48","5.277,00"
2017-05-30,"36,335","21,95","1,08","2,49","5,48","5.277,00"
2017-05-31,"36,395","21,95","1,08","2,49","5,48","5.277,00"
2017-06-01,"36,310","21,95","1,08","2,49","5,48","5.277,00"
2017-06-02,"36,665","21,95","1,08","2,49","5,48","5.277,00"
2017-06-05,"36,630","21,95","1,08","2,49","5,48","5.277,00"
2017-06-06,"36,655","21,95","1,08","2,49","5,48","5.277,00"
2017-06-07,"36,195","21,95","1,08","2,49","5,48","5.277,00"
2017-06-08,"36,425","21,95","1,08","2,49","5,48","5.277,00"
2017-06-09,"36,405","21,95","1,08","2,49","5,48","5.277,00"
2017-06-12,"35,795","21,95","1,08","2,49","5,48","5.277,00"
2017-06-13,"35,860","21,95","1,08","2,49","5,48","5.277,00"
2017-06-14,"35,215","21,95","1,08","2,49","5,48","5.277,00"
2017-06-15,"34,970","21,95","1,08","2,49","5,48","5.277,00"
2017-06-16,"35,210","21,95","1,08","2,49","5,48","5.277,00"
2017-06-19,"35,555","21,95","1,08","2,49","5,48","5.277,00"
2017-06-20,"35,155","21,95","1,08","2,49","5,48","5.277,00"
2017-06-21,"35,020","21,95","1,08","2,49","5,48","5.277,00"
2017-06-22,"35,070","21,95","1,08","2,49","5,48","5.277,00"
2017-06-23,"34,860","21,95","1,08","2,49","5,48","5.277,00"
2017-06-26,"34,935","21,95","1,08","2,49","5,48","5.277,00"
2017-06-27,"34,825","21,95","1,08","2,49","5,48","5.277,00"
2017-06-28,"34,535","21,95","1,08","2,49","5,48","5.277,00"
2017-06-29,"33,920","21,95","1,08","2,49","5,48","5.277,00"
2017-06-30,"33,610","21,95","1,08","2,49","5,48","5.277,00"
2017-07-03,"33,840","21,95","1,08","2,49","5,48","5.277,00"
2017-07-04,"33,795","21,95","1,08","2,49","5,48","5.277,00"
2017-07-05,"33,890","21,95","1,08","2,49","5,48","5.277,00"
2017-07-06,"33,535","21,95","1,08","2,49","5,48","5.277,00"
2017-07-07,"33,635","21,95","1,08","2,49","5,48","5.277,00"
2017-07-10,"33,745","21,95","1,08","2,49","5,48","5.277,00"
2017-07-11,"33,340","21,95","1,08","2,49","5,48","5.277,00"
2017-07-12,"33,790","21,95","1,08","2,49","5,48","5.277,00"
2017-07-13,"34,050","21,95","1,08","2,49","5,48","5.277,00"
2017-07-14,"34,200","21,95","1,08","2,49","5,48","5.277,00"
2017-07-17,"34,550","21,95","1,08","2,49","5,48","5.277,00"
2017-07-18,"33,720","21,95","1,08","2,49","5,48","5.277,00"
2017-07-19,"34,220","21,95","1,08","2,49","5,48","5.277,00"
2017-07-20,"34,165","21,95","1,08","2,49","5,48","5.277,00"
2017-07-21,"33,625","21,95","1,08","2,49","5,48","5.277,00"
2017-07-24,"33,645","21,95","1,08","2,49","5,48","5.277,00"
2017-07-25,"33,390","21,95","1,08","2,49","5,48","5.277,00"
2017-07-26,"33,620","21,95","1,08","2,49","5,48","5.277,00"
2017-07-27,"33,745","21,95","1,08","2,49","5,48","5.277,00"
2017-07-28,"33,500","21,95","1,08","2,49","5,48","5.277,00"
2017-07-31,"33,590","21,95","1,08","2,49","5,48","5.277,00"
2017-08-01,"33,880","21,95","1,08","2,49","5,48","5.277,00"
2017-08-02,"33,750","21,95","1,08","2,49","5,48","5.277,00"
2017-08-03,"33,680","21,95","1,08","2,49","5,48","5.277,00"
2017-08-04,"33,960","21,95","1,08","2,49","5,48","5.277,00"
2017-08-07,"33,955","21,95","1,08","2,49","5,48","5.277,00"
2017-08-08,"34,355","21,95","1,08","2,49","5,48","5.277,00"
2017-08-09,"34,040","21,95","1,08","2,49","5,48","5.277,00"
2017-08-10,"33,595","21,95","1,08","2,49","5,48","5.277,00"
2017-08-11,"33,170","21,95","1,08","2,49","5,48","5.277,00"
2017-08-14,"33,430","21,95","1,08","2,49","5,48","5.277,00"
2017-08-15,"33,590","21,95","1,08","2,49","5,48","5.277,00"
2017-08-16,"33,760","21,95","1,08","2,49","5,48","5.277,00"
2017-08-17,"33,770","21,95","1,08","2,49","5,48","5.277,00"
2017-08-18,"33,445","21,95","1,08","2,49","5,48","5.277,00"
2017-08-21,"33,605","21,95","1,08","2,49","5,48","5.277,00"
