fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-08-03,"59,26","- 0,16","3,42","38,9",4,377,- 196
2020-08-04,"59,26","- 0,16","3,35","38,9",4,377,- 196
2020-08-06,"59,26","- 0,16","3,31","38,9",4,377,- 196
2020-08-10,"62,91","- 0,16","3,18","41,3","4,25",377,- 196
2020-08-11,"62,91","- 0,16","3,15","41,3","4,25",377,- 196
2020-08-12,"62,91","- 0,16","3,14","41,3","4,25",377,- 196
2020-08-19,"64,51","- 0,16","3,11","42,35","4,36",377,- 196
2020-08-24,"65,09","- 0,16","3,10","38,83","4,45","400,95",- 196
2020-08-25,"65,09","- 0,16","3,10","38,83","4,45","400,95",- 196
2020-08-26,"65,09","- 0,16","3,11","38,83","4,45","400,95",- 196
2020-08-27,"65,09","- 0,16","3,12","38,83","4,45","400,95",- 196
2020-08-28,"65,09","- 0,16","3,13","38,83","4,45","400,95",- 196
