fecha,FER_ultimo,FER_per,FER_bpa,FER_rentabilidad_por_dividendo,FER_precio_valor_contable,FER_ebitda
2020-06-15,"24,820","169,82","0,14","2,90","4,74","414,85"
2020-06-16,"25,640","144,71","0,17","2,81","4,65","414,85"
2020-06-17,"25,190","144,71","0,17","2,86","4,65","414,85"
2020-06-18,"25,160","144,71","0,17","2,86","4,65","414,85"
2020-06-19,"25,100","144,71","0,17","2,87","4,65","414,85"
2020-06-22,"25,070","172,86","0,15","2,87","4,91","414,85"
2020-06-23,"25,120","172,86","0,15","2,87","4,91","414,85"
2020-06-24,"24,530","172,86","0,15","2,94","4,91","414,85"
2020-06-25,"24,600","172,86","0,15","2,93","4,91","414,85"
2020-06-26,"24,250","172,86","0,15","2,97","4,91","414,85"
2020-06-29,"23,970","169,82","0,14","3,00","4,74","414,85"
2020-06-30,"23,700","169,82","0,14","3,04","4,74","414,85"
2020-07-01,"23,500","169,82","0,14","3,06","4,74","414,85"
2020-07-02,"24,200","169,82","0,14","2,98","4,74","414,85"
2020-07-03,"24,100","169,82","0,14","3,06","4,74","414,85"
2020-07-06,"24,240","169,82","0,14","3,06","4,74","414,85"
2020-07-07,"24,080","68,86","- 0,01","2,99","4,71",388
2020-07-08,"23,410","68,86","- 0,01","3,08","4,71",388
2020-07-09,"23,120","68,86","- 0,01","3,11","4,71",388
2020-07-10,"23,210","68,86","- 0,01","3,10","4,71",388
2020-07-13,"23,520","169,82","0,14","3,06","4,74","414,85"
2020-07-14,"23,130","66,31","- 0,01","3,11","4,54",388
2020-07-15,"23,470","66,31","- 0,01","3,07","4,54",388
2020-07-16,"23,470","169,82","0,14","3,06","4,74","414,85"
2020-07-17,"22,930","169,82","0,14","3,06","4,74","414,85"
2020-07-20,"22,810","65,51","- 0,04","3,16","4,43","424,9"
2020-07-21,"23,250","65,51","- 0,04","3,10","4,43","424,9"
2020-07-22,"23,350","65,51","- 0,04","3,08","4,43","424,9"
2020-07-23,"22,990","65,51","- 0,04","3,13","4,43","424,9"
2020-07-24,"22,400","169,82","0,14","3,06","4,74","414,85"
2020-07-27,"22,000",64,"- 0,04","3,27","4,32","424,9"
2020-07-28,"21,820",64,"- 0,04","3,30","4,32","424,9"
2020-07-29,"22,000",64,"- 0,04","3,27","4,32","424,9"
2020-07-30,"21,290","169,82","0,14","3,06","4,74","414,85"
2020-07-31,"20,860",64,"- 0,04","3,47","4,32","424,9"
2020-08-03,"21,070","59,26","- 0,16","3,42",4,377
2020-08-04,"21,500","59,26","- 0,16","3,35",4,377
2020-08-05,"21,990","169,82","0,14","3,06","4,74","414,85"
2020-08-06,"21,760","59,26","- 0,16","3,31",4,377
2020-08-07,"22,020","169,82","0,14","3,06","4,74","414,85"
2020-08-10,"22,630","62,91","- 0,16","3,18","4,25",377
2020-08-11,"22,870","62,91","- 0,16","3,15","4,25",377
2020-08-12,"22,930","62,91","- 0,16","3,14","4,25",377
2020-08-13,"22,840","169,82","0,14","3,06","4,74","414,85"
2020-08-14,"22,580","169,82","0,14","3,06","4,74","414,85"
2020-08-17,"22,610","169,82","0,14","3,06","4,74","414,85"
2020-08-18,"22,830","169,82","0,14","3,06","4,74","414,85"
2020-08-19,"23,130","64,51","- 0,16","3,11","4,36",377
2020-08-20,"22,750","169,82","0,14","3,06","4,74","414,85"
2020-08-21,"22,780","169,82","0,14","3,06","4,74","414,85"
2020-08-24,"23,250","65,09","- 0,16","3,10","4,45","400,95"
2020-08-25,"23,190","65,09","- 0,16","3,10","4,45","400,95"
2020-08-26,"23,170","65,09","- 0,16","3,11","4,45","400,95"
2020-08-27,"23,080","65,09","- 0,16","3,12","4,45","400,95"
2020-08-28,"23,010","65,09","- 0,16","3,13","4,45","400,95"
2020-08-31,"22,380","65,74","- 0,16","3,22","4,5","400,95"
2020-09-01,"22,440","65,74","- 0,16","3,21","4,5","400,95"
2020-09-02,"23,040","65,74","- 0,16","3,12","4,5","400,95"
2020-09-03,"23,100","65,74","- 0,16","3,12","4,5","400,95"
2020-09-04,"22,750","65,74","- 0,16","3,16","4,5","400,95"
