fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-08-28,"23,050","23,070","23,190","22,875",,"-0,13%"
2020-08-27,"23,080","23,070","23,210","22,790","570,72K","-0,39%"
2020-08-26,"23,170","23,080","23,280","22,930","314,08K","-0,09%"
2020-08-25,"23,190","23,330","23,560","23,190","622,15K","-0,26%"
2020-08-24,"23,250","22,930","23,260","22,930","509,67K","2,06%"
2020-08-21,"22,780","22,890","23,010","22,370","920,88K","0,13%"
2020-08-20,"22,750","22,860","23,100","22,690","644,07K","-1,64%"
2020-08-19,"23,130","22,820","23,250","22,720","2,34M","1,31%"
2020-08-18,"22,830","22,430","22,920","22,300","1,16M","0,97%"
2020-08-17,"22,610","22,570","22,620","22,250","920,07K","0,13%"
2020-08-14,"22,580","22,810","22,810","22,350","848,12K","-1,14%"
2020-08-13,"22,840","22,800","23,180","22,780","604,04K","-0,39%"
2020-08-12,"22,930","22,770","22,940","22,640","726,14K","0,26%"
2020-08-11,"22,870","22,800","23,330","22,690","989,85K","1,06%"
2020-08-10,"22,630","22,190","22,630","22,020","1,00M","2,77%"
2020-08-07,"22,020","21,670","22,090","21,580","924,30K","1,19%"
2020-08-06,"21,760","21,970","21,970","21,580","811,30K","-1,05%"
2020-08-05,"21,990","21,690","22,110","21,690","2,88M","2,28%"
2020-08-04,"21,500","21,200","21,560","21,120","2,87M","2,04%"
2020-08-03,"21,070","20,680","21,220","20,580","1,58M","1,59%"
