per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"169,82","60,38","4,74","2,79","0,74","3,06","-15,82","414,85","0,14"
