per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"69,29","20,02","4,13","5,96","0,73","2,73","268,00","121,00","0,35"
