fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"21,870","21,450","22,050","21,190","1,32M","2,01%"
2020-03-30,"21,440","22,250","22,420","20,850","3,81M","-3,73%"
2020-03-27,"22,270","22,350","22,500","21,440","3,93M","-1,11%"
2020-03-26,"22,520","21,000","22,600","20,530","1,43M","5,23%"
2020-03-25,"21,400","20,550","21,400","20,370","1,65M","8,41%"
2020-03-24,"19,740","18,755","20,000","18,755","1,98M","6,99%"
2020-03-23,"18,450","18,055","19,245","17,350","1,43M","-2,69%"
2020-03-20,"18,960","17,800","19,700","17,800","3,70M","5,22%"
2020-03-19,"18,020","17,990","18,510","17,600","3,01M","3,03%"
2020-03-18,"17,490","19,060","19,400","16,450","5,17M","-11,13%"
2020-03-17,"19,680","20,000","20,830","18,450","1,86M","1,03%"
2020-03-16,"19,480","20,030","20,260","18,500","4,68M","-8,03%"
2020-03-13,"21,180","20,570","23,750","20,540","3,21M","4,85%"
2020-03-12,"20,200","20,360","21,900","19,750","9,66M","-12,48%"
2020-03-11,"23,080","23,900","24,180","22,970","6,49M","-2,41%"
2020-03-10,"23,650","24,310","25,390","23,620","2,39M","-2,39%"
2020-03-09,"24,230","24,200","25,500","24,000","6,26M","-8,29%"
2020-03-06,"26,420","27,660","27,670","26,140","3,33M","-5,88%"
2020-03-05,"28,070","28,290","28,670","27,850","6,76M","-0,28%"
2020-03-04,"28,150","27,700","28,300","27,550","2,28M","1,44%"
2020-03-03,"27,750","27,150","28,140","27,020","12,09M","3,31%"
2020-03-02,"26,860","26,490","26,990","26,240","3,96M","3,79%"
