per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"39,11","27,56","3,91","-9,83","0,72","4,28","-448,00","484,00","-0,61"
