per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"215,51","27,80","4,75","2,21","0,00","2,61","31,70","794,00","0,22"
