fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-07-31,"42,810","44,290","44,400","42,585",,"-1,31%"
2020-07-30,"43,380","45,040","45,080","42,690","1,23M","-3,86%"
2020-07-29,"45,120","46,010","46,170","45,120","693,55K","-1,59%"
2020-07-28,"45,850","45,270","45,940","44,700","705,64K","1,89%"
2020-07-27,"45,000","46,030","46,030","44,070","1,04M","-2,66%"
2020-07-24,"46,230","45,380","46,610","45,130","801,72K","-0,26%"
2020-07-23,"46,350","46,700","46,820","46,050","1,96M","-0,30%"
2020-07-22,"46,490","47,950","47,980","46,020","912,70K","-3,35%"
2020-07-21,"48,100","48,530","49,500","47,770","1,00M","0,69%"
2020-07-20,"47,770","47,680","48,130","46,640","480,59K","0,44%"
2020-07-17,"47,560","47,550","47,600","46,220","1,03M","0,21%"
2020-07-16,"47,460","48,920","49,840","47,460","1,13M","-3,91%"
2020-07-15,"49,390","47,350","49,940","46,600","1,17M","6,12%"
2020-07-14,"46,540","47,040","47,340","45,850","918,63K","-4,04%"
2020-07-13,"48,500","46,290","48,960","46,200","1,32M","6,03%"
2020-07-10,"45,740","44,950","45,740","44,550","870,50K","1,49%"
2020-07-09,"45,070","47,840","47,910","44,910","1,09M","-4,21%"
2020-07-08,"47,050","47,860","48,090","47,020","1,14M","-3,09%"
2020-07-07,"48,550","48,330","48,640","47,700","1,16M","-0,47%"
2020-07-06,"48,780","49,700","50,180","48,170","788,58K","1,06%"
2020-07-03,"48,270","49,800","49,920","47,780","1,55M","-2,48%"
2020-07-02,"49,500","47,840","49,690","47,610","1,27M","5,39%"
2020-07-01,"46,970","46,860","47,520","44,630","1,36M","1,27%"
