fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-04-02,"17,22","2,57","2,96","10,94","4,46","2.068,83",1.073
2020-04-03,"17,22","2,57","2,92","10,94","4,46","2.068,83",1.073
2020-04-06,"26,28","1,6","2,76","18,06","4,18","1.500,32","666,06"
2020-04-07,"26,28","1,6","2,50","18,06","4,18","1.500,32","666,06"
2020-04-08,"26,28","1,6","2,53","18,06","4,18","1.500,32","666,06"
2020-04-09,"26,28","1,6","2,46","18,06","4,18","1.500,32","666,06"
2020-04-09,"53,29","0,93","2,46","24,8","5,04","1.144,05",359
2020-04-14,"53,29","0,93","2,40","24,8","5,04","1.144,05",359
2020-04-15,"53,29","0,93","2,67","24,8","5,04","1.144,05",359
2020-04-16,"53,29","0,93","2,68","24,8","5,04","1.144,05",359
2020-04-17,"53,29","0,93","2,65","24,8","5,04","1.144,05",359
2020-04-21,"45,79","1,01","2,82","23,02","4,68","1.242,49","369,41"
2020-04-22,"45,79","1,01","2,83","23,02","4,68","1.242,49","369,41"
2020-04-23,"45,79","1,01","2,85","23,02","4,68","1.242,49","369,41"
2020-04-24,"45,79","1,01","2,87","23,02","4,68","1.242,49","369,41"
2020-04-27,"42,41","1,01","2,85","21,32","4,33","1.242,49","369,41"
2020-04-28,"42,41","1,01","2,84","21,32","4,33","1.242,49","369,41"
2020-04-29,"42,41","1,01","2,81","21,32","4,33","1.242,49","369,41"
2020-04-30,"42,41","1,01","2,79","21,32","4,33","1.242,49","369,41"
2020-04-30,"42,41","1,01","2,79","21,32","4,33","1.242,49","369,41"
