per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"28,06","13,38","4,23","15,07","0,69",,"673,00","1.672,67","1,66"
