fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-03-31,"43,200","44,930","47,050","43,170","1,75M","-0,99%"
2020-03-30,"43,630","44,830","45,180","41,380","887,03K","-1,29%"
2020-03-27,"44,200","45,570","46,380","42,780","1,32M","-4,99%"
2020-03-26,"46,520","45,770","46,980","44,220","1,40M","-1,40%"
2020-03-25,"47,180","43,140","47,180","40,800","1,93M","12,76%"
2020-03-24,"41,840","41,340","42,440","39,480","3,18M","4,60%"
2020-03-23,"40,000","41,840","42,240","38,940","3,03M","-1,86%"
2020-03-20,"40,760","44,750","48,630","39,800","2,42M","-5,28%"
2020-03-19,"43,030","39,270","43,070","36,920","2,52M","9,94%"
2020-03-18,"39,140","41,340","41,510","37,740","3,06M","-10,04%"
2020-03-17,"43,510","46,780","47,750","43,090","2,89M","-1,56%"
2020-03-16,"44,200","45,000","45,680","40,300","5,92M","-7,43%"
2020-03-13,"47,750","44,240","47,750","43,300","3,61M","11,07%"
2020-03-12,"42,990","48,070","48,720","42,140","5,95M","-16,10%"
2020-03-11,"51,240","52,360","53,260","50,600","1,93M","-1,35%"
2020-03-10,"51,940","55,120","55,640","51,000","2,27M","-4,49%"
2020-03-09,"54,380","52,800","55,600","51,000","3,47M","-2,79%"
2020-03-06,"55,940","57,880","58,100","55,120","1,89M","-5,19%"
2020-03-05,"59,000","60,980","61,340","58,520","1,62M","-2,58%"
2020-03-04,"60,560","62,740","62,880","60,140","2,11M","-3,93%"
2020-03-03,"63,040","63,240","64,720","62,680","1,90M","0,86%"
2020-03-02,"62,500","65,180","66,220","61,700","2,78M","-1,57%"
