fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-04-30,"43,920","44,140","44,870","42,930","2,03M","0,78%"
2020-04-29,"43,580","43,260","43,820","42,130","1,23M","1,09%"
2020-04-28,"43,110","42,900","43,500","42,800","1,16M","0,26%"
2020-04-27,"43,000","44,000","44,190","42,940","1,76M","0,63%"
2020-04-24,"42,730","42,080","43,250","41,550","1,47M","-0,63%"
2020-04-23,"43,000","43,170","43,770","42,580","919,55K","-0,56%"
2020-04-22,"43,240","44,380","44,380","42,690","1,84M","-0,39%"
2020-04-21,"43,410","46,300","46,580","43,300","1,68M","-6,97%"
2020-04-20,"46,660","46,600","46,660","45,450","1,47M","1,13%"
2020-04-17,"46,140","47,730","49,050","45,920","1,62M","1,03%"
2020-04-16,"45,670","46,570","47,500","45,150","1,16M","-0,37%"
2020-04-15,"45,840","51,000","51,400","45,200","2,74M","-10,01%"
2020-04-14,"50,940","50,000","52,180","49,620","3,02M","2,49%"
2020-04-09,"49,700","48,990","49,800","47,910","2,26M","2,75%"
2020-04-08,"48,370","48,210","48,420","47,000","2,15M","-1,29%"
2020-04-07,"49,000","46,000","49,050","45,350","3,80M","10,58%"
2020-04-06,"44,310","42,000","44,750","40,980","2,11M","5,50%"
2020-04-03,"42,000","40,100","42,620","39,400","3,45M","1,47%"
2020-04-02,"41,390","42,250","42,750","39,520","1,89M","-3,00%"
2020-04-01,"42,670","42,370","43,400","41,600","1,91M","-1,23%"
