fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-05-04,"47,09","0,93","2,92","21,91","4,45","1.242,49","369,41"
2020-05-05,"47,09","0,93","2,99","21,91","4,45","1.242,49","369,41"
2020-05-06,"47,09","0,93","3,10","21,91","4,45","1.242,49","369,41"
2020-05-07,"47,09","0,93","3,07","21,91","4,45","1.242,49","369,41"
2020-05-12,"44,23","0,92","3,18","20,3","4,13","1.175,55",359
2020-05-13,"44,23","0,92","3,28","20,3","4,13","1.175,55",359
2020-05-14,"44,23","0,92","3,30","20,3","4,13","1.175,55",359
2020-05-15,"44,23","0,92","3,48","20,3","4,13","1.175,55",359
2020-05-18,"44,23","0,92","3,03","20,3","4,13","1.175,55",359
2020-05-19,"44,23","0,92","2,85","20,3","4,13","1.175,55",359
2020-05-20,"44,23","0,92","2,81","20,3","4,13","1.175,55",359
2020-05-21,"44,23","0,92","2,78","20,3","4,13","1.175,55",359
2020-05-22,"44,23","0,92","2,80","20,3","4,13","1.175,55",359
2020-05-26,"85,29","0,51","2,59","27,34","4,46","946,04","72,38"
2020-05-27,"85,29","0,51","2,45","27,34","4,46","946,04","72,38"
2020-05-28,"85,29","0,51","2,53","27,34","4,46","946,04","72,38"
2020-05-29,"85,29","0,51","2,61","27,34","4,46","946,04","72,38"
