per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"4,54","0,00","0,41","9,03","0,26","5,49","4.345,00","0,00","0,66"
