fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-08-03,"10,55","0,25","9,54",0,"0,38",0,345
2020-08-04,"10,55","0,25","9,37",0,"0,38",0,345
2020-08-06,"10,55","0,25","9,98",0,"0,38",0,345
2020-08-10,"10,1","0,25","10,09",0,"0,37",0,"340,5"
2020-08-11,"10,1","0,25","9,65",0,"0,37",0,"340,5"
2020-08-12,"10,1","0,25","9,87",0,"0,37",0,"340,5"
2020-08-19,"10,11","0,25","10,18",0,"0,37",0,336
2020-08-24,"9,51","0,26","10,47",0,"0,35",0,"346,5"
2020-08-25,"9,51","0,26","10,38",0,"0,35",0,"346,5"
2020-08-26,"9,51","0,26","10,23",0,"0,35",0,"346,5"
2020-08-27,"9,51","0,26","10,26",0,"0,35",0,"346,5"
2020-08-28,"9,51","0,26","10,00",0,"0,35",0,"346,5"
2020-08-31,"10,4","0,25","10,60",0,"0,38",0,315
