per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"4,26","0,00","0,42","9,95","0,26","5,99","5.324,00","0,00","0,70"
