fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-06-30,"23,570","23,770","23,930","23,200","3,27M","-1,42%"
2020-06-29,"23,910","23,750","24,080","23,610","3,43M","0,67%"
2020-06-26,"23,750","24,210","24,300","23,620","3,04M","-1,04%"
2020-06-25,"24,000","23,880","24,170","23,210","7,19M","0,04%"
2020-06-24,"23,990","24,390","24,500","23,860","3,86M","-2,08%"
2020-06-23,"24,500","24,800","24,970","24,430","5,31M","0,08%"
2020-06-22,"24,480","24,690","24,860","24,300","16,66M","-1,88%"
2020-06-19,"24,950","25,000","25,280","24,850","10,28M","0,81%"
2020-06-18,"24,750","25,000","25,140","24,570","5,51M","-1,36%"
2020-06-17,"25,090","24,680","25,240","24,460","3,28M","1,33%"
2020-06-16,"24,760","24,480","25,010","24,050","4,14M","3,51%"
2020-06-15,"23,920","24,000","24,140","23,430","4,37M","-2,01%"
2020-06-12,"24,410","24,500","24,920","24,220","4,63M","-1,53%"
2020-06-11,"24,790","25,520","25,610","24,790","12,19M","-5,27%"
2020-06-10,"26,170","25,170","26,470","24,510","5,62M","1,91%"
2020-06-09,"25,680","26,220","26,590","25,650","4,31M","-2,39%"
2020-06-08,"26,310","26,740","26,840","26,180","7,49M","-2,19%"
2020-06-05,"26,900","26,590","27,230","26,560","4,59M","2,42%"
2020-06-04,"26,265","26,550","26,715","26,040",,"-1,78%"
2020-06-03,"26,740","26,000","26,860","25,730","3,11M","3,89%"
2020-06-02,"25,740","25,220","26,050","25,220","3,17M","2,26%"
