per,precio_div_cash_flow,precio_valor_contable,roe,dividendo_neto_por_accion,rentabilidad_por_dividendo,b_neto,ebitda,bpa
"21,95","17,09","5,48","24,96","0,75","2,49","3.368,00","5.277,00","1,08"
