fecha,per,bpa,rentabilidad_por_dividendo,precio_div_cash_flow,precio_valor_contable,ebitda,b_neto
2020-04-02,"22,15","1,04","4,02","14,02","4,41","6.640,62","3.537,27"
2020-04-03,"22,15","1,04","4,00","14,02","4,41","6.640,62","3.537,27"
2020-04-06,"23,09","0,95","3,78","14,04","4,22","6.397,31","2.972,13"
2020-04-07,"23,09","0,95","3,59","14,04","4,22","6.397,31","2.972,13"
2020-04-08,"23,09","0,95","3,62","14,04","4,22","6.397,31","2.972,13"
2020-04-09,"23,09","0,95","3,48","14,04","4,22","6.397,31","2.972,13"
2020-04-09,"27,23","0,93","3,48","16,14","4,88","6.335,61","2.968,21"
2020-04-14,"27,23","0,93","3,34","16,14","4,88","6.335,61","2.968,21"
2020-04-15,"27,23","0,93","3,42","16,14","4,88","6.335,61","2.968,21"
2020-04-16,"27,23","0,93","3,60","16,14","4,88","6.335,61","2.968,21"
2020-04-17,"27,23","0,93","3,44","16,14","4,88","6.335,61","2.968,21"
2020-04-21,"28,3","0,9","3,61","15,58","4,94","6.335,61","2.887,65"
2020-04-22,"28,3","0,9","3,67","15,58","4,94","6.335,61","2.887,65"
2020-04-23,"28,3","0,9","3,75","15,58","4,94","6.335,61","2.887,65"
2020-04-24,"28,3","0,9","3,83","15,58","4,94","6.335,61","2.887,65"
2020-04-27,"27,16","0,85","3,70","15,43","4,56","6.424,81","2.744,26"
2020-04-28,"27,16","0,85","3,77","15,43","4,56","6.424,81","2.744,26"
2020-04-29,"27,16","0,85","3,65","15,43","4,56","6.424,81","2.744,26"
2020-04-30,"27,16","0,85","3,78","15,43","4,56","6.424,81","2.744,26"
2020-04-30,"27,16","0,85","1,89","15,43","4,56","6.424,81","2.744,26"
