fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-05-29,"25,050","25,190","25,490","24,620","4,44M","-1,18%"
2020-05-28,"25,350","24,820","25,470","24,750","3,83M","3,51%"
2020-05-27,"24,490","23,920","24,820","23,830","3,70M","2,77%"
2020-05-26,"23,830","23,880","24,200","23,770","4,05M","1,19%"
2020-05-25,"23,550","23,450","23,680","23,300","1,43M","1,73%"
2020-05-22,"23,150","23,060","23,570","22,970","1,64M","-0,56%"
2020-05-21,"23,280","23,140","23,670","22,680","3,39M","-0,30%"
2020-05-20,"23,350","23,040","23,590","22,730","3,17M","1,26%"
2020-05-19,"23,060","23,700","23,900","22,660","4,22M","-1,87%"
2020-05-18,"23,500","22,850","23,650","22,460","6,67M","4,72%"
2020-05-15,"22,440","22,750","23,050","22,170","2,82M","-0,62%"
2020-05-14,"22,580","23,150","23,430","22,180","4,31M","-4,08%"
2020-05-13,"23,540","24,090","24,150","23,510","3,98M","-3,25%"
2020-05-12,"24,330","23,130","24,460","23,100","3,87M","5,28%"
2020-05-11,"23,110","23,190","23,520","22,760","1,93M","-0,04%"
2020-05-08,"23,120","23,490","23,600","22,780","2,72M","-1,11%"
2020-05-07,"23,380","22,600","23,430","22,380","3,32M","5,22%"
2020-05-06,"22,220","21,890","22,520","21,580","3,49M","1,46%"
2020-05-05,"21,900","22,270","22,270","21,540","4,47M","0,69%"
2020-05-04,"21,750","22,800","22,850","21,750","6,42M","-6,45%"
