fecha,ultimo,apertura,maximo,minimo,vol,variacion
2020-07-31,"22,550","22,770","22,770","22,470",,"-0,75%"
2020-07-30,"22,720","23,530","23,560","22,480","2,82M","-3,61%"
2020-07-29,"23,570","23,510","23,670","23,360","2,00M","0,68%"
2020-07-28,"23,410","23,120","23,410","22,970","2,05M","2,00%"
2020-07-27,"22,950","22,870","23,090","22,550","1,81M","0,31%"
2020-07-24,"22,880","22,800","22,900","22,360","2,87M","-0,52%"
2020-07-23,"23,000","23,210","23,220","22,880","2,92M","0,00%"
2020-07-22,"23,000","23,560","23,580","22,860","1,94M","-2,38%"
2020-07-21,"23,560","23,300","23,780","23,270","2,66M","2,48%"
2020-07-20,"22,990","23,050","23,130","22,700","1,51M","0,00%"
2020-07-17,"22,990","23,130","23,370","22,880","1,83M","-0,04%"
2020-07-16,"23,000","23,110","23,400","22,940","3,83M","-1,03%"
2020-07-15,"23,240","23,000","23,460","22,740","2,83M","2,06%"
2020-07-14,"22,770","23,130","23,130","22,420","3,21M","-2,48%"
2020-07-13,"23,350","23,390","23,450","23,140","1,90M","0,95%"
2020-07-10,"23,130","23,010","23,290","22,870","2,55M","-0,22%"
2020-07-09,"23,180","23,510","23,760","23,050","2,10M","-0,73%"
2020-07-08,"23,350","23,590","23,640","23,190","2,33M","-2,10%"
2020-07-07,"23,850","24,200","24,260","23,840","3,08M","-2,25%"
2020-07-06,"24,400","24,590","24,860","24,330","1,92M","1,67%"
2020-07-03,"24,000","24,360","24,420","23,860","1,99M","-1,36%"
2020-07-02,"24,330","23,650","24,590","23,540","3,29M","3,58%"
2020-07-01,"23,490","23,710","23,940","23,160","3,75M","-0,34%"
